pGems,w,igbias,pg80,pg60,pg40,pg20
0.531666666666667,0.0010234585147787,-0.5,0.263888888888889,0.325,0.216666666666667,0.194444444444444
0.515555555555556,0.992656685644717,-0.833333333333333,0.252777777777778,0.308333333333333,0.202777777777778,0.236111111111111
0.586111111111111,0.534755235276777,3.16666666666667,0.405555555555556,0.275,0.163888888888889,0.155555555555556
0.557777777777778,0.84440393864862,0,0.408333333333333,0.2,0.163888888888889,0.227777777777778
0.535,0.161510516919914,1.5,0.311111111111111,0.269444444444444,0.202777777777778,0.216666666666667
0.473333333333333,0.00327930710912842,0.666666666666667,0.211111111111111,0.255555555555556,0.222222222222222,0.311111111111111
0.628333333333333,0.457681471983142,1,0.533333333333333,0.188888888888889,0.163888888888889,0.113888888888889
0.451111111111111,0.847541131062935,2,0.216666666666667,0.166666666666667,0.272222222222222,0.344444444444444
0.55,0.837166854238966,3.5,0.422222222222222,0.180555555555556,0.122222222222222,0.275
0.496111111111111,0.88902733657517,3,0.211111111111111,0.280555555555556,0.286111111111111,0.222222222222222
0.462777777777778,0.604526841273359,0,0.197222222222222,0.216666666666667,0.288888888888889,0.297222222222222
0.492777777777778,0.565096484194469,6,0.197222222222222,0.355555555555556,0.161111111111111,0.286111111111111
0.487222222222222,0.609915925434646,6,0.127777777777778,0.394444444444444,0.263888888888889,0.213888888888889
0.576111111111111,0.514940115110584,6,0.425,0.222222222222222,0.161111111111111,0.191666666666667
0.521111111111111,0.983401525852333,0,0.280555555555556,0.263888888888889,0.236111111111111,0.219444444444444
0.501111111111111,0.657800673354421,5.66666666666667,0.269444444444444,0.283333333333333,0.130555555555556,0.316666666666667
0.516666666666667,0.857806906776256,6,0.188888888888889,0.386111111111111,0.244444444444444,0.180555555555556
0.490555555555556,0.53642636081958,3.5,0.286111111111111,0.166666666666667,0.261111111111111,0.286111111111111
0.536111111111111,0.857299821231348,6,0.305555555555556,0.286111111111111,0.191666666666667,0.216666666666667
0.457222222222222,0.873827605561096,6,0.0777777777777778,0.416666666666667,0.219444444444444,0.286111111111111
0.617222222222222,0.312012118880819,0.333333333333333,0.4,0.394444444444444,0.0972222222222222,0.108333333333333
0.482777777777778,0.711469227812078,1.16666666666667,0.136111111111111,0.363888888888889,0.277777777777778,0.222222222222222
0.449444444444444,0.755563547150257,0,0.166666666666667,0.277777777777778,0.191666666666667,0.363888888888889
0.598888888888889,0.000619142525741634,-0.333333333333333,0.508333333333333,0.125,0.219444444444444,0.147222222222222
0.512222222222222,0.515853267182905,2.83333333333333,0.222222222222222,0.266666666666667,0.361111111111111,0.15
0.485,0.497778034634567,-1,0.169444444444444,0.275,0.366666666666667,0.188888888888889
0.539444444444445,0.805485177446656,5.16666666666667,0.255555555555556,0.283333333333333,0.363888888888889,0.0972222222222222
0.613888888888889,0.713310415698361,1.16666666666667,0.391666666666667,0.363888888888889,0.166666666666667,0.0777777777777778
0.463333333333333,0.69430193564145,5,0.119444444444444,0.355555555555556,0.247222222222222,0.277777777777778
0.508888888888889,0.855724079125281,4.83333333333333,0.319444444444444,0.216666666666667,0.152777777777778,0.311111111111111
0.492222222222222,0.909358702200934,0,0.238888888888889,0.247222222222222,0.25,0.263888888888889
0.589444444444444,0.661663471335102,4.83333333333333,0.466666666666667,0.205555555555556,0.136111111111111,0.191666666666667
0.565555555555556,0.784108438445503,2.33333333333333,0.361111111111111,0.280555555555556,0.183333333333333,0.175
0.571111111111111,0.797977562631831,6,0.458333333333333,0.180555555555556,0.119444444444444,0.241666666666667
0.575555555555556,0.00244538927024629,0,0.361111111111111,0.333333333333333,0.127777777777778,0.177777777777778
0.595,0.000652451576682568,-0.333333333333333,0.383333333333333,0.405555555555556,0.0138888888888889,0.197222222222222
0.523333333333333,0.961418374039076,2.83333333333333,0.344444444444444,0.169444444444444,0.244444444444444,0.241666666666667
0.592222222222222,0.665447374528414,0,0.233333333333333,0.519444444444444,0.222222222222222,0.025
0.449444444444444,0.706830974429673,1,0.25,0.119444444444444,0.258333333333333,0.372222222222222
0.505,0.844548340223262,5,0.311111111111111,0.191666666666667,0.208333333333333,0.288888888888889
0.470555555555556,0.635176898488207,4,0.155555555555556,0.325,0.236111111111111,0.283333333333333
0.607222222222222,0.00817988955865865,3.16666666666667,0.447222222222222,0.225,0.244444444444444,0.0833333333333333
0.631111111111111,0.259741692303694,5.66666666666667,0.466666666666667,0.341666666666667,0.0722222222222222,0.119444444444444
0.222777777777778,0.00620613658210609,0,0.0305555555555556,0.00833333333333333,0.00555555555555556,0.955555555555556
0.630555555555556,0.551419655979018,-0.666666666666667,0.538888888888889,0.155555555555556,0.225,0.0805555555555556
0.463888888888889,0.614193630310241,0.166666666666667,0.158333333333333,0.269444444444444,0.305555555555556,0.266666666666667
0.439444444444444,0.809211388786068,6,0.163888888888889,0.183333333333333,0.338888888888889,0.313888888888889
0.488888888888889,0.687158119936225,2.16666666666667,0.208333333333333,0.35,0.119444444444444,0.322222222222222
0.595555555555556,0.719621104367035,5.33333333333333,0.425,0.225,0.252777777777778,0.0972222222222222
0.488888888888889,0.60731034249436,1.16666666666667,0.155555555555556,0.347222222222222,0.283333333333333,0.213888888888889
0.488888888888889,0.593043496652159,4,0.236111111111111,0.141666666666667,0.452777777777778,0.169444444444444
0.487777777777778,0.702185989357667,0,0.333333333333333,0.130555555555556,0.177777777777778,0.358333333333333
0.542777777777778,0.850634850866411,3.33333333333333,0.319444444444444,0.272222222222222,0.211111111111111,0.197222222222222
0.567777777777778,0.59824743373788,5.5,0.408333333333333,0.277777777777778,0.0583333333333333,0.255555555555556
0.487777777777778,0.783713637865863,0,0.177777777777778,0.363888888888889,0.177777777777778,0.280555555555556
0.466666666666667,0.777024741609563,3.16666666666667,0.163888888888889,0.211111111111111,0.419444444444444,0.205555555555556
0.468888888888889,0.739536937215854,0.333333333333333,0.230555555555556,0.197222222222222,0.258333333333333,0.313888888888889
0.8,0.499999982200444,0,1,0,0,0
0.506111111111111,0.778188293311089,4,0.158333333333333,0.380555555555556,0.294444444444444,0.166666666666667
0.568333333333333,0.722682608851697,-0.166666666666666,0.419444444444444,0.230555555555556,0.122222222222222,0.227777777777778
0.467222222222222,0.644732215235954,4.5,0.186111111111111,0.175,0.427777777777778,0.211111111111111
0.512777777777778,0.505057458955184,2.5,0.325,0.163888888888889,0.261111111111111,0.25
0.509444444444444,0.515795709770291,0,0.297222222222222,0.116666666666667,0.422222222222222,0.163888888888889
0.54,0.419986304687803,3.66666666666667,0.352777777777778,0.213888888888889,0.213888888888889,0.219444444444444
0.546111111111111,0.802064411092982,1.33333333333333,0.261111111111111,0.391666666666667,0.163888888888889,0.183333333333333
0.641111111111111,0.0677531315338247,0,0.641666666666667,0.102777777777778,0.075,0.180555555555556
0.528333333333333,0.00105768981234432,1.16666666666667,0.291666666666667,0.305555555555556,0.155555555555556,0.247222222222222
0.495555555555556,0.744807456879631,2.5,0.294444444444444,0.169444444444444,0.255555555555556,0.280555555555556
0.515,0.576721807982716,2.33333333333333,0.291666666666667,0.238888888888889,0.222222222222222,0.247222222222222
0.515555555555556,0.873230910627504,0.833333333333333,0.275,0.269444444444444,0.213888888888889,0.241666666666667
0.567777777777778,0.00020867474222407,0,0.311111111111111,0.369444444444444,0.166666666666667,0.152777777777778
0.564444444444445,0.0102485105088113,0,0.294444444444444,0.333333333333333,0.272222222222222,0.1
0.533888888888889,0.77961114979925,6,0.358333333333333,0.147222222222222,0.3,0.194444444444444
0.507222222222222,0.927832770447332,2.66666666666667,0.225,0.294444444444444,0.272222222222222,0.208333333333333
0.462222222222222,0.768064088299703,2.66666666666667,0.216666666666667,0.269444444444444,0.122222222222222,0.391666666666667
0.615,0.205573705654053,-2,0.461111111111111,0.277777777777778,0.136111111111111,0.125
0.509444444444444,0.775734092170029,1.33333333333333,0.291666666666667,0.183333333333333,0.305555555555556,0.219444444444444
0.682777777777778,0.681996275581096,0,0.661111111111111,0.155555555555556,0.119444444444444,0.0638888888888889
0.457777777777778,0.501727488353799,0,0.205555555555556,0.213888888888889,0.244444444444444,0.336111111111111
0.724444444444445,0.00135252995234644,3.33333333333333,0.8,0.0611111111111111,0.1,0.0388888888888889
0.501111111111111,0.664067009402102,-2,0.158333333333333,0.380555555555556,0.269444444444444,0.191666666666667
0.565555555555556,0.418878915366449,1.66666666666667,0.388888888888889,0.194444444444444,0.272222222222222,0.144444444444444
0.510555555555556,0.985629863260307,6,0.311111111111111,0.197222222222222,0.225,0.266666666666667
0.492777777777778,0.00816931058184905,0.166666666666667,0.325,0.161111111111111,0.166666666666667,0.347222222222222
0.517777777777778,0.774417013477902,-1,0.361111111111111,0.152777777777778,0.2,0.286111111111111
0.480555555555556,0.842537334579898,1,0.247222222222222,0.208333333333333,0.244444444444444,0.3
0.514444444444444,0.99078806942223,-1,0.275,0.244444444444444,0.258333333333333,0.222222222222222
0.524444444444444,0.994483704210395,1.16666666666667,0.302777777777778,0.213888888888889,0.286111111111111,0.197222222222222
0.528333333333333,0.822789587879322,2.83333333333333,0.302777777777778,0.213888888888889,0.305555555555556,0.177777777777778
0.626111111111111,0.0106147760063894,0,0.505555555555556,0.247222222222222,0.119444444444444,0.127777777777778
0.491666666666667,0.727767558981556,5,0.211111111111111,0.241666666666667,0.341666666666667,0.205555555555556
0.486111111111111,0.855963593257937,1.5,0.247222222222222,0.183333333333333,0.322222222222222,0.247222222222222
0.628333333333333,0.000155659217363918,0,0.441666666666667,0.3,0.216666666666667,0.0416666666666667
0.488333333333333,0.535221139708295,1,0.241666666666667,0.222222222222222,0.272222222222222,0.263888888888889
0.601666666666667,0.614674666880678,6,0.422222222222222,0.327777777777778,0.0861111111111111,0.163888888888889
0.539444444444444,0.527841144346685,6,0.144444444444444,0.458333333333333,0.347222222222222,0.05
0.566666666666667,0.812111642381881,4.66666666666667,0.327777777777778,0.252777777777778,0.344444444444444,0.075
0.466111111111111,0.646118838638584,2.5,0.222222222222222,0.202777777777778,0.258333333333333,0.316666666666667
0.495555555555556,0.767012114781084,5.33333333333333,0.216666666666667,0.180555555555556,0.466666666666667,0.136111111111111
0.632777777777778,0.0992751793443772,6,0.502777777777778,0.277777777777778,0.1,0.119444444444444
0.555,0.469745731560431,5,0.327777777777778,0.238888888888889,0.313888888888889,0.119444444444444
0.476666666666667,0.778766061532842,6,0.238888888888889,0.177777777777778,0.311111111111111,0.272222222222222
0.502777777777778,0.718450118405823,2.5,0.222222222222222,0.247222222222222,0.352777777777778,0.177777777777778
0.630555555555556,0.402805365022219,1.16666666666667,0.519444444444444,0.247222222222222,0.1,0.133333333333333
0.566666666666667,0.680815203989691,5,0.369444444444444,0.294444444444444,0.136111111111111,0.2
0.613888888888889,0.0100328313441031,0,0.505555555555556,0.188888888888889,0.175,0.130555555555556
0.507222222222222,0.906116475204769,3.33333333333333,0.277777777777778,0.233333333333333,0.236111111111111,0.252777777777778
0.471111111111111,0.980607744715584,1.33333333333333,0.236111111111111,0.213888888888889,0.219444444444444,0.330555555555556
0.595555555555556,0.657928443319438,4,0.361111111111111,0.35,0.194444444444444,0.0944444444444444
0.492222222222222,0.0172864738837967,1,0.2,0.291666666666667,0.277777777777778,0.230555555555556
0.530555555555556,0.891372494946515,4.83333333333333,0.247222222222222,0.383333333333333,0.144444444444444,0.225
0.702777777777778,0.000359022287879017,0,0.761111111111111,0.0611111111111111,0.108333333333333,0.0694444444444444
0.630555555555556,0.00274903320908489,3.33333333333333,0.527777777777778,0.219444444444444,0.130555555555556,0.122222222222222
0.561666666666667,0.588541411233117,0,0.344444444444444,0.216666666666667,0.341666666666667,0.0972222222222222
0.532777777777778,0.745440896956942,0,0.402777777777778,0.130555555555556,0.194444444444444,0.272222222222222
0.562777777777778,0.00225317432120527,0,0.197222222222222,0.552777777777778,0.116666666666667,0.133333333333333
0.531111111111111,0.0946656565591635,6,0.302777777777778,0.255555555555556,0.236111111111111,0.205555555555556
0.493333333333333,0.648455473844643,2.83333333333333,0.175,0.308333333333333,0.325,0.191666666666667
0.500555555555556,0.415799980542871,1.83333333333333,0.394444444444444,0.116666666666667,0.0861111111111111,0.402777777777778
0.682777777777778,0.0960365653625385,4,0.611111111111111,0.244444444444444,0.0916666666666667,0.0527777777777778
0.573888888888889,0.00212073206417075,1.66666666666667,0.413888888888889,0.194444444444444,0.238888888888889,0.152777777777778
0.518888888888889,0.973850173097773,2.5,0.255555555555556,0.277777777777778,0.272222222222222,0.194444444444444
0.451111111111111,0.839244322567809,1.66666666666667,0.258333333333333,0.155555555555556,0.169444444444444,0.416666666666667
