01076235,5,6,5
01083697,5,5,5
01495040,4,4,4
02369649,3,4,4
02453898,6,6,6
03041997,6,6,6
03084124,3,4,2
03359801,6,6,6
03511473,5,5,5
03637799,2,2,3
03913942,6,6,6
05353067,4,5,5
05861698,6,6,6
06617041,1,2,3
08379612,4,4,4
10951372,2,2,3
11824420,1,1,0
13038806,0,0,0
13614112,3,2,2
13712542,1,1,0
14973083,6,6,6
15300997,4,3,3
15946703,4,3,2
16528879,3,3,3
18137706,3,3,3
18546220,6,6,6
20087652,4,4,4
20365287,5,5,5
20434124,6,6,6
20730402,2,1,2
21996050,2,2,2
22222852,3,3,3
22513847,1,3,0
24477510,3,5,3
24903049,3,5,4
25245397,5,5,5
25315887,3,3,3
25577148,0,0,0
27358332,5,5,5
28457033,6,6,6
28783217,5,4,5
28805773,6,6,6
29364753,1,2,1
30244577,6,6,6
30261372,4,4,2
32131718,3,4,3
32616535,1,3,3
33087855,3,3,3
33326280,2,2,1
35200055,3,4,4
35394573,4,5,4
36350369,0,0,0
36961399,6,5,5
37054015,3,3,3
38664945,3,3,2
39440617,0,0,0
39982698,6,6,6
41097897,6,6,6
41819165,6,6,6
43242454,2,3,3
43770402,2,2,3
43928857,6,6,4
45575473,4,5,4
46982625,6,6,6
47924691,6,6,6
48249378,4,5,3
48346240,6,6,6
48520972,4,5,4
49813984,1,2,1
50093480,4,5,4
52159072,3,3,3
52457594,5,5,5
52855302,4,4,3
52961778,6,6,6
53782710,2,3,3
54071817,4,4,4
54557956,2,2,0
54879241,3,3,3
55245262,6,6,6
55865667,3,3,3
56263155,1,1,1
56719802,3,3,3
56994987,3,3,2
57379836,0,0,0
57719913,6,6,6
58079567,2,2,1
58905857,3,3,3
59157947,0,0,0
59619479,3,4,1
59817727,2,3,3
60757070,3,3,2
60829836,2,3,2
62566938,6,6,6
65440654,3,4,3
65565831,3,3,3
65623136,0,0,0
66093427,1,1,0
66644869,6,6,6
66840724,3,3,4
67079722,3,3,3
67488212,6,6,6
67524626,6,6,6
67564324,4,5,5
68043195,6,6,6
68171804,6,6,6
69907245,6,6,6
70862758,6,6,6
72833635,3,3,3
72985227,5,5,4
73916517,1,2,1
73987360,5,6,6
74600755,3,4,4
74874433,0,0,0
74938959,4,4,4
77060738,2,3,1
77322251,5,6,6
77456133,6,6,6
77681590,3,4,4
77874300,4,4,4
78681007,0,0,0
79284577,3,3,3
79868918,5,5,4
80777967,2,3,3
80853411,5,6,6
81226427,3,3,3
81917371,4,4,4
82299331,4,2,2
82946011,4,5,4
83786513,6,6,6
83859156,1,4,2
83971466,6,6,6
84423492,5,4,4
84601922,5,5,5
84650815,5,5,5
84853379,6,6,6
85371507,3,2,2
86041354,3,5,5
86264943,4,5,4
86840870,6,6,4
87871909,2,4,2
90459454,6,5,5
90660643,6,6,6
90692521,4,5,3
92143096,3,3,2
92649696,0,0,0
93142173,2,2,2
93406304,1,1,1
94039299,3,3,3
94289434,2,2,1
94747946,4,4,3
94814931,3,3,4
95498251,6,6,6
97016525,6,6,6
97119922,5,5,5
97503104,2,3,3
97862196,5,5,5
97909972,1,1,2
98494855,5,6,6
99329280,5,6,4
