"","subjID","identification_post_ingroup","identification_post_outgroup","identification_pre_ingroup","identification_pre_outgroup","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","button_pressed","party","age","gender","ethnicity"
"30",14766227,4.66666666666667,0.333333333333333,4.66666666666667,0.333333333333333,0.4,0.6,0.8,0.2,0,"Republican",24,"male","USA"
"31",15128521,6,0,6,0,0.2,0.4,0.8,0.6,0,"Republican",32,"male","white"
"32",15332633,6,3,6,2.33333333333333,0.2,0.4,0.8,0.6,0,"Republican",38,"female","usa white"
"33",17067198,5,0,5,0,0.4,0.6,0.8,0.2,1,"Democrat",22,"female","Caucasian"
"34",18031089,3,2.33333333333333,3,2,0.8,0.2,0.4,0.6,1,"Democrat",28,"male","Caucasian"
"35",18638393,0.333333333333333,4.33333333333333,0.666666666666667,3.33333333333333,0.8,0.4,0.6,0.2,1,"Democrat",56,"female","white"
"36",19002654,6,3,6,3,0.8,0.4,0.6,0.2,1,"Democrat",21,"female","white"
"37",19087049,3,3,3,3,0.8,0.2,0.6,0.4,0,"Republican",21,"female","caucasian"
"38",19450383,3,3,3.33333333333333,2.66666666666667,0.6,0.4,0.2,0.8,1,"Democrat",27,"male","white"
"39",19762982,4,0.666666666666667,4,1,0.2,0.8,0.6,0.4,1,"Democrat",25,"male","White"
"40",19884112,3.66666666666667,2,3.66666666666667,2,0.2,0.8,0.4,0.6,0,"Republican",56,"male","white"
"41",20612691,5,1.33333333333333,5,1,0.8,0.6,0.4,0.2,0,"Republican",54,"female","White"
"42",20873770,5,2,5,2,0.8,0.4,0.2,0.6,1,"Democrat",31,"female","Latina"
"43",20935712,4,3,4,3,0.2,0.4,0.8,0.6,0,"Republican",33,"female","white"
"44",21196139,4.33333333333333,0,4.33333333333333,0,0.4,0.6,0.2,0.8,1,"Democrat",47,"male","white"
"45",22102599,4.33333333333333,1.66666666666667,4.33333333333333,1.66666666666667,0.8,0.2,0.4,0.6,1,"Democrat",35,"male","black"
"46",23169383,3,1,3,1,0.8,0.2,0.6,0.4,1,"Democrat",41,"female","white"
"47",23796883,4,0,4,0,0.6,0.4,0.8,0.2,1,"Democrat",41,"female","white"
"48",23816735,4.33333333333333,1,4,1.33333333333333,0.8,0.4,0.2,0.6,1,"Democrat",33,"male","White"
"49",25421411,4.66666666666667,0,4.66666666666667,0.333333333333333,0.2,0.6,0.4,0.8,0,"Republican",35,"female","White"
"50",25695288,5.33333333333333,0,5.33333333333333,0,0.8,0.4,0.6,0.2,0,"Republican",41,"male","White"
"51",26726497,2.33333333333333,2,3,2.66666666666667,0.6,0.8,0.2,0.4,1,"Democrat",27,"male","caucasian"
"52",27152064,3,0,3,0,0.4,0.2,0.6,0.8,1,"Democrat",30,"female","African American"
"53",28137895,4.66666666666667,0.666666666666667,4.33333333333333,0.666666666666667,0.8,0.6,0.4,0.2,0,"Republican",27,"female","White"
"54",28148127,5.33333333333333,0,4.66666666666667,0.333333333333333,0.6,0.2,0.4,0.8,0,"Republican",33,"female","hispanic"
"55",28663748,2.33333333333333,0.666666666666667,2.33333333333333,0.666666666666667,0.6,0.2,0.8,0.4,0,"Republican",29,"female","white"
"56",28721573,5,0,4.33333333333333,0,0.6,0.8,0.4,0.2,1,"Democrat",29,"male","Caucasian"
"57",28940261,3.66666666666667,3,3.66666666666667,3,0.8,0.6,0.4,0.2,1,"Democrat",28,"male","Hispanic"
"58",29116899,3,1,3,1,0.8,0.2,0.6,0.4,0,"Republican",25,"male","white"
"59",29582547,4.33333333333333,0.333333333333333,4,0.333333333333333,0.4,0.8,0.6,0.2,0,"Republican",35,"male","white"
"60",29639470,3,0,3.33333333333333,0,0.8,0.2,0.4,0.6,1,"Democrat",36,"female","white"
"61",29989645,3,3,3,3,0.6,0.8,0.2,0.4,0,"Republican",29,"female","white"
"62",30272877,4.66666666666667,2,5,2.33333333333333,0.8,0.6,0.4,0.2,0,"Republican",40,"male","White"
"63",30648645,3.66666666666667,6,5.66666666666667,2,0.2,0.8,0.4,0.6,0,"Republican",28,"male","Hispanic"
"64",30932016,5.33333333333333,0,5.66666666666667,0.333333333333333,0.8,0.4,0.2,0.6,1,"Democrat",36,"male","white"
"65",31584164,4.33333333333333,1,4.33333333333333,1,0.8,0.4,0.2,0.6,0,"Republican",32,"male","white"
"66",31607291,1.33333333333333,1,1.66666666666667,1.66666666666667,0.2,0.8,0.6,0.4,0,"Republican",67,"female","White"
"67",31703130,3,0.333333333333333,3,0.333333333333333,0.8,0.4,0.2,0.6,1,"Democrat",24,"female","White"
"68",32020067,3,0,3,0.333333333333333,0.8,0.4,0.2,0.6,1,"Democrat",31,"female","white"
"69",32079065,3.66666666666667,0,3.66666666666667,0,0.8,0.6,0.2,0.4,1,"Democrat",59,"female","White"
"70",32252382,5,0.666666666666667,5.66666666666667,1,0.2,0.6,0.4,0.8,1,"Democrat",31,"female","black"
"71",32494336,6,0,6,0,0.8,0.2,0.6,0.4,0,"Republican",35,"male","white"
"72",33697668,2.66666666666667,1,2.33333333333333,1,0.2,0.4,0.8,0.6,1,"Democrat",24,"male","asian"
"73",35663576,3.66666666666667,0,3.66666666666667,0,0.2,0.4,0.8,0.6,1,"Democrat",42,"male","White"
"74",36649492,5.33333333333333,3.33333333333333,5.66666666666667,2.33333333333333,0.6,0.4,0.8,0.2,1,"Democrat",54,"male","black"
"75",37236138,5,2.66666666666667,4.66666666666667,2.33333333333333,0.2,0.6,0.4,0.8,1,"Democrat",53,"female","Caucasian"
"76",37748703,2.66666666666667,0,3,1,0.4,0.8,0.2,0.6,0,"Republican",34,"female","white"
"77",38249217,4,2,4,2,0.4,0.8,0.2,0.6,1,"Democrat",35,"male","white"
"78",39448518,6,3.33333333333333,3,5,0.2,0.4,0.8,0.6,0,"Republican",32,"male","white"
"79",40259142,6,0.666666666666667,6,0.666666666666667,0.6,0.8,0.4,0.2,1,"Democrat",31,"male","White"
"80",40356409,4.33333333333333,1.66666666666667,4.66666666666667,1.66666666666667,0.8,0.6,0.4,0.2,1,"Democrat",32,"male","white"
"81",40623776,3.33333333333333,0,3.33333333333333,0,0.8,0.6,0.4,0.2,1,"Democrat",30,"male","caucasian"
"82",40866623,4,1.33333333333333,4,2.33333333333333,0.4,0.8,0.2,0.6,1,"Democrat",26,"male","white"
"83",40949540,4,2,4,3,0.6,0.2,0.8,0.4,1,"Democrat",35,"female","african american"
"84",41305362,3,1,3,1,0.8,0.2,0.4,0.6,0,"Republican",26,"male","White"
"85",41332390,3.33333333333333,0.666666666666667,2,0.666666666666667,0.2,0.4,0.6,0.8,1,"Democrat",23,"male","African American"
"86",41573508,6,0,5,0,0.4,0.2,0.8,0.6,0,"Republican",38,"male","WHITE"
"87",42436666,6,2,6,2,0.2,0.6,0.4,0.8,0,"Republican",47,"female","Native American"
"88",42697735,4,2,4,2,0.8,0.2,0.6,0.4,0,"Republican",33,"female","white"
"89",43549415,3.33333333333333,0.666666666666667,3,0.666666666666667,0.4,0.6,0.2,0.8,1,"Democrat",26,"female","African American"
"90",44110781,4.33333333333333,1,4.33333333333333,1,0.8,0.6,0.2,0.4,1,"Democrat",27,"female","White"
"91",44130631,1,0,1,0,0.6,0.2,0.4,0.8,0,"Republican",28,"male","white"
"92",44315914,4,4,4,3.33333333333333,0.4,0.2,0.8,0.6,1,"Democrat",28,"female","african american"
"93",44365943,4.33333333333333,2,4,2,0.4,0.2,0.8,0.6,0,"Republican",70,"other","white"
"94",44908289,2,0,2,0,0.6,0.2,0.8,0.4,1,"Democrat",24,"male","Hispanic"
"95",45389014,3.66666666666667,1,3.66666666666667,1,0.6,0.8,0.2,0.4,1,"Democrat",19,"male","white"
"96",45962674,3,0.666666666666667,3,1,0.2,0.4,0.6,0.8,1,"Democrat",25,"male","Black"
"97",46181767,3,3.33333333333333,3,3.66666666666667,0.2,0.6,0.8,0.4,1,"Democrat",55,"male","WHITE"
"98",46346453,3,0,3,0,0.6,0.2,0.8,0.4,1,"Democrat",24,"female","white"
"99",46528904,0,3.66666666666667,0,3.33333333333333,0.2,0.8,0.4,0.6,0,"Republican",34,"male","Caucasian"
"100",47341536,3,1.66666666666667,3,1.66666666666667,0.4,0.2,0.6,0.8,0,"Republican",25,"male","white"
"101",47603379,4.66666666666667,2.33333333333333,4.33333333333333,2,0.6,0.8,0.4,0.2,1,"Democrat",35,"female","white american"
"102",48244897,5,1,3.66666666666667,1,0.6,0.2,0.8,0.4,0,"Republican",40,"male","White"
"103",48699021,5,1.33333333333333,4.33333333333333,1.66666666666667,0.8,0.4,0.6,0.2,1,"Democrat",27,"male","hispanic"
"104",49121038,2.66666666666667,0.666666666666667,2.66666666666667,0.666666666666667,0.8,0.4,0.2,0.6,0,"Republican",41,"male","white"
"105",49259820,5.66666666666667,2.33333333333333,5.66666666666667,2.33333333333333,0.8,0.6,0.4,0.2,0,"Republican",33,"male","Asian"
"106",50293848,6,0,6,0,0.6,0.2,0.8,0.4,1,"Democrat",31,"male","White"
"107",50300033,6,0,6,0.333333333333333,0.6,0.8,0.4,0.2,0,"Republican",48,"female","white non hispanic"
"108",50897091,5.33333333333333,0,5.33333333333333,0,0.6,0.4,0.8,0.2,1,"Democrat",34,"male","White"
"109",51166309,3.33333333333333,0,3.33333333333333,0,0.6,0.4,0.2,0.8,0,"Republican",34,"female","White"
"110",51257625,3,1,3,1,0.4,0.8,0.6,0.2,0,"Republican",31,"male","Hispanic"
"111",51396765,3,1,3,1,0.8,0.4,0.6,0.2,1,"Democrat",26,"female","white"
"112",51589437,3,2.66666666666667,3,2.33333333333333,0.4,0.2,0.6,0.8,1,"Democrat",52,"male","white"
"113",52129727,3,0.666666666666667,3,0.666666666666667,0.6,0.8,0.4,0.2,1,"Democrat",27,"male","white"
"114",53501570,3,3,3,3,0.4,0.6,0.8,0.2,1,"Democrat",31,"female","white"
"115",56138468,5.33333333333333,0.666666666666667,5.33333333333333,0.666666666666667,0.8,0.6,0.2,0.4,0,"Republican",26,"female","White"
"116",56894739,5.66666666666667,0,5.66666666666667,0,0.4,0.2,0.6,0.8,1,"Democrat",26,"female","White"
"117",57011677,2.66666666666667,0.666666666666667,2.66666666666667,0.666666666666667,0.8,0.2,0.6,0.4,0,"Republican",46,"male","white"
"118",57054547,4,0.333333333333333,4,0.333333333333333,0.4,0.8,0.6,0.2,1,"Democrat",41,"female","white"
"119",57726887,5.33333333333333,0,5.33333333333333,0,0.8,0.6,0.2,0.4,0,"Republican",62,"male","White"
"120",58162224,3.66666666666667,2.33333333333333,3.66666666666667,2.33333333333333,0.2,0.6,0.4,0.8,1,"Democrat",24,"male","asian"
"121",58232345,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,0.2,0.6,0.4,0.8,0,"Republican",39,"male","White"
"122",58410861,5,1.33333333333333,5,1.33333333333333,0.8,0.4,0.6,0.2,0,"Republican",34,"female","white"
"123",59147995,5.66666666666667,2.33333333333333,6,2,0.6,0.2,0.8,0.4,1,"Democrat",24,"male","White"
"124",59315605,3,2,3,2.33333333333333,0.8,0.6,0.2,0.4,1,"Democrat",33,"female","White"
"125",60769271,3,0,3,0,0.2,0.4,0.8,0.6,1,"Democrat",33,"male","Caucasian"
"126",60921109,2,0.666666666666667,2,0.666666666666667,0.4,0.2,0.6,0.8,1,"Democrat",29,"male","white"
"127",60953882,4.66666666666667,0.333333333333333,5.66666666666667,1,0.6,0.4,0.2,0.8,1,"Democrat",28,"female","White"
"128",61860883,6,0,6,0,0.6,0.8,0.4,0.2,1,"Democrat",41,"female","White"
"129",62157056,6,0,6,0,0.4,0.2,0.6,0.8,1,"Democrat",38,"female","white"
"130",62211389,6,0,6,0,0.2,0.8,0.6,0.4,0,"Republican",29,"female","Native American"
"131",62240238,3,0,3,0,0.2,0.4,0.6,0.8,1,"Democrat",25,"female","black"
"132",64191008,6,0,6,0,0.8,0.4,0.6,0.2,1,"Democrat",34,"male","caucasian"
"133",64226708,3.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,0.6,0.2,0.4,0.8,0,"Republican",30,"male","white"
"134",64392689,4,2,4,2,0.8,0.4,0.2,0.6,1,"Democrat",35,"female","White"
"135",64479680,5.33333333333333,3,6,2,0.2,0.8,0.4,0.6,0,"Republican",31,"male","White/Caucasian"
"136",64555249,4,2,3.66666666666667,2.33333333333333,0.4,0.6,0.2,0.8,0,"Republican",24,"female","Caucasian"
"137",64876388,3.33333333333333,2.33333333333333,3.66666666666667,2.66666666666667,0.4,0.6,0.2,0.8,0,"Republican",34,"male","Asian"
"138",64945666,3.66666666666667,2.66666666666667,3.66666666666667,2.66666666666667,0.6,0.8,0.2,0.4,1,"Democrat",31,"female","Asian"
"139",66125708,4.33333333333333,1.66666666666667,4.66666666666667,2,0.6,0.8,0.4,0.2,1,"Democrat",64,"male","white"
"140",66310027,3.66666666666667,1.66666666666667,3.66666666666667,1.66666666666667,0.2,0.6,0.4,0.8,1,"Democrat",25,"male","White"
"141",66486270,3.66666666666667,2,3.66666666666667,2,0.8,0.2,0.6,0.4,0,"Republican",55,"female","White"
"142",66793133,3.33333333333333,2.33333333333333,3.33333333333333,2.33333333333333,0.8,0.6,0.4,0.2,1,"Democrat",47,"male","white"
"143",67098250,6,0.666666666666667,6,0.666666666666667,0.8,0.4,0.6,0.2,1,"Democrat",36,"female","Caucasian"
"144",67323717,6,0,6,0,0.2,0.8,0.6,0.4,1,"Democrat",61,"female","white"
"145",68140038,6,1.66666666666667,6,1.66666666666667,0.2,0.8,0.6,0.4,1,"Democrat",29,"female","White"
"146",68676370,5.66666666666667,0.333333333333333,5.33333333333333,1,0.6,0.4,0.2,0.8,0,"Republican",38,"female","White"
"147",70279171,4,2,4,2,0.8,0.2,0.6,0.4,1,"Democrat",41,"female","white"
"148",72126468,5.33333333333333,0.666666666666667,5,0.666666666666667,0.6,0.2,0.8,0.4,0,"Republican",31,"female","white"
"149",72204709,4.33333333333333,2.33333333333333,4.66666666666667,3.33333333333333,0.4,0.2,0.8,0.6,1,"Democrat",28,"female","white"
"150",72209747,6,0,6,0,0.4,0.8,0.2,0.6,1,"Democrat",26,"male","white/american"
"151",73407675,3,1,3,1,0.4,0.2,0.8,0.6,1,"Democrat",22,"male","White"
"152",73815406,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,0.6,0.2,0.8,0.4,0,"Republican",31,"female","White"
"153",74415875,3,0,3,0,0.2,0.6,0.4,0.8,1,"Democrat",36,"male","white"
"154",74466097,5,0,5,0.333333333333333,0.4,0.8,0.6,0.2,1,"Democrat",53,"female","American/White"
"155",75080970,5,0.333333333333333,5,0.666666666666667,0.4,0.6,0.2,0.8,1,"Democrat",50,"female","White"
"156",75770132,5,3,5,3,0.8,0.4,0.6,0.2,1,"Democrat",20,"female","asian"
"157",75889744,5.66666666666667,1,5.66666666666667,1,0.6,0.4,0.2,0.8,1,"Democrat",31,"female","African American"
"158",76895159,4,0,4,0,0.6,0.2,0.8,0.4,0,"Republican",41,"female","white"
"159",77564277,4,1.66666666666667,4,1.66666666666667,0.2,0.8,0.6,0.4,1,"Democrat",54,"female","caucasian"
"160",77885615,5,1.33333333333333,5,1.33333333333333,0.6,0.8,0.2,0.4,1,"Democrat",46,"male","White"
"161",78811911,3,2,3,2,0.2,0.4,0.6,0.8,0,"Republican",42,"male","white"
"162",81055132,5.33333333333333,0,5.33333333333333,0,0.8,0.2,0.6,0.4,1,"Democrat",29,"male","Black American"
"163",82163900,2,2,1.66666666666667,2,0.4,0.6,0.2,0.8,0,"Republican",46,"male","white"
"164",82364786,4,1,3.66666666666667,1.33333333333333,0.6,0.2,0.8,0.4,1,"Democrat",38,"male","caucasian"
"165",82375699,5,0,5,0,0.4,0.8,0.2,0.6,1,"Democrat",38,"female","white"
"166",82906598,3.66666666666667,2.66666666666667,3.66666666666667,2.66666666666667,0.6,0.2,0.4,0.8,0,"Republican",24,"male","White"
"167",83877841,3.66666666666667,1.66666666666667,3,1,0.8,0.6,0.4,0.2,1,"Democrat",29,"female","White/East Asian"
"168",83956440,3,0,3,0,0.6,0.2,0.4,0.8,0,"Republican",54,"female","white"
"169",84483166,6,0,6,0,0.4,0.2,0.6,0.8,1,"Democrat",27,"male","Asian"
"170",86164235,4,3,4,3,0.2,0.6,0.4,0.8,1,"Democrat",33,"male","white"
"171",86971418,4.66666666666667,0,4.33333333333333,0,0.4,0.2,0.8,0.6,1,"Democrat",32,"male","White"
"172",87408961,3,0.666666666666667,3,0.666666666666667,0.6,0.2,0.8,0.4,0,"Republican",48,"male","White"
"173",87417917,4,2,4,2,0.8,0.6,0.2,0.4,0,"Republican",26,"female","White"
"174",87600101,4,1.66666666666667,4,2.33333333333333,0.2,0.6,0.8,0.4,1,"Democrat",41,"male","Asian"
"175",88081406,4,2,4,2,0.6,0.8,0.2,0.4,1,"Democrat",23,"male","white"
"176",88109297,3.66666666666667,1.66666666666667,4.33333333333333,1.66666666666667,0.6,0.2,0.8,0.4,1,"Democrat",43,"female","Caucasian"
"177",88761984,6,0.333333333333333,4.66666666666667,0,0.4,0.8,0.2,0.6,0,"Republican",21,"male","caucasin"
"178",89126811,5.33333333333333,0,5.33333333333333,0,0.6,0.8,0.4,0.2,1,"Democrat",45,"female","African American"
"179",89364868,4,0,4,0,0.2,0.8,0.4,0.6,1,"Democrat",29,"male","Black"
"180",89498088,1,0.333333333333333,1,0.333333333333333,0.8,0.4,0.6,0.2,1,"Democrat",40,"male","Asian"
"181",90637234,6,3,5.33333333333333,2,0.8,0.4,0.2,0.6,0,"Republican",47,"female","white"
"182",90762284,3.33333333333333,2.66666666666667,3.33333333333333,2.33333333333333,0.2,0.8,0.4,0.6,1,"Democrat",43,"female","Afro-Caribbean"
"183",91027214,5,1,5,1.33333333333333,0.2,0.8,0.6,0.4,0,"Republican",27,"female","white"
"184",91413025,1.66666666666667,0.666666666666667,2.66666666666667,0.666666666666667,0.4,0.6,0.2,0.8,1,"Democrat",27,"male","White"
"185",91834486,4.33333333333333,2,4,2,0.8,0.2,0.6,0.4,1,"Democrat",24,"male","White"
"186",92439892,3,0,3,0,0.6,0.8,0.4,0.2,1,"Democrat",29,"male","white"
"187",92643990,3,0,3,0,0.2,0.8,0.4,0.6,1,"Democrat",42,"female","caucasian"
"188",92678385,4.66666666666667,0.666666666666667,4.66666666666667,0.666666666666667,0.2,0.6,0.4,0.8,1,"Democrat",22,"male","white"
"189",93103298,4.33333333333333,0.333333333333333,4.66666666666667,0,0.4,0.8,0.2,0.6,1,"Democrat",44,"male","Native American"
"190",93844785,3,1,3,2,0.8,0.6,0.4,0.2,1,"Democrat",24,"male","White"
"191",94384072,3,0,3,0,0.2,0.6,0.4,0.8,1,"Democrat",23,"female","Black"
"192",95179653,4.33333333333333,2,4.33333333333333,2,0.6,0.8,0.2,0.4,1,"Democrat",33,"male","white"
"193",95376387,3,1,3.66666666666667,0.666666666666667,0.6,0.2,0.8,0.4,1,"Democrat",45,"male","White"
"194",96093041,4.66666666666667,0,5,0,0.4,0.8,0.2,0.6,1,"Democrat",33,"male","white"
"195",96415329,4,2,4,2.33333333333333,0.8,0.4,0.6,0.2,1,"Democrat",36,"male","White"
"196",96709476,4.66666666666667,0,4.66666666666667,0,0.8,0.6,0.4,0.2,1,"Democrat",32,"male","Black"
"197",96724504,5,1,5,1.66666666666667,0.2,0.8,0.6,0.4,0,"Republican",32,"female","white"
"198",96837179,4.66666666666667,0.666666666666667,4.66666666666667,1,0.4,0.2,0.6,0.8,0,"Republican",28,"female","White"
"199",98616415,5.33333333333333,0,5.33333333333333,0,0.2,0.8,0.6,0.4,1,"Democrat",29,"male","Caucasian"
"200",98935407,4,0,4,0,0.6,0.2,0.4,0.8,0,"Republican",37,"female","white"
"201",99035985,5,3,5,3,0.6,0.8,0.2,0.4,1,"Democrat",27,"female","white"
"202",99064856,4,0,4,0,0.4,0.8,0.2,0.6,1,"Democrat",23,"female","Latina"
