01076235,0,1,0
01083697,2,2,2
01495040,1,1,1
02369649,1,0,0
02453898,0,0,0
03041997,6,6,6
03084124,3,3,3
03359801,3,4,2
03511473,2,2,2
03637799,2,2,3
03913942,0,0,0
05353067,1,2,1
05861698,0,0,0
06617041,3,3,1
08379612,4,4,4
10951372,4,4,4
11824420,4,4,4
13038806,0,0,0
13614112,1,0,0
13712542,1,1,0
14973083,0,0,0
15300997,2,1,0
15946703,1,1,1
16528879,3,3,3
18137706,2,2,2
18546220,0,0,0
20087652,1,1,0
20365287,2,2,2
20434124,1,0,0
20730402,4,5,4
21996050,1,1,0
22222852,3,3,3
22513847,3,3,3
24477510,2,2,1
24903049,2,2,1
25245397,1,1,1
25315887,0,0,0
25577148,0,0,0
27358332,0,0,0
28457033,0,0,0
28783217,3,3,4
28805773,0,0,1
29364753,3,4,3
30244577,0,0,0
30261372,1,1,0
32131718,2,2,1
32616535,3,3,3
33087855,3,3,3
33326280,3,3,0
35200055,3,4,2
35394573,0,0,0
36350369,0,0,0
36961399,3,2,3
37054015,1,1,1
38664945,3,3,2
39440617,0,0,0
39982698,0,0,0
41097897,3,3,3
41819165,0,0,0
43242454,2,3,3
43770402,3,3,3
43928857,3,3,0
45575473,5,5,4
46982625,0,0,0
47924691,2,2,0
48249378,2,2,1
48346240,1,3,1
48520972,3,3,1
49813984,3,4,3
50093480,2,1,2
52159072,1,1,1
52457594,2,3,1
52855302,1,1,0
52961778,0,0,0
53782710,1,2,1
54071817,3,4,3
54557956,1,1,0
54879241,2,2,2
55245262,2,3,2
55865667,1,1,1
56263155,2,2,2
56719802,3,3,3
56994987,4,4,3
57379836,6,6,6
57719913,0,0,0
58079567,3,3,2
58905857,3,3,3
59157947,0,0,0
59619479,4,4,3
59817727,4,4,2
60757070,2,3,1
60829836,3,3,3
62566938,1,1,1
65440654,0,0,0
65565831,3,3,3
65623136,6,6,6
66093427,2,1,0
66644869,0,1,1
66840724,1,0,0
67079722,0,0,0
67488212,0,0,0
67524626,0,0,0
67564324,2,2,1
68043195,0,0,0
68171804,0,0,0
69907245,0,0,0
70862758,3,3,3
72833635,0,0,0
72985227,0,0,0
73916517,3,3,3
73987360,1,1,0
74600755,1,0,0
74874433,0,0,0
74938959,4,3,3
77060738,1,5,0
77322251,1,1,0
77456133,0,0,0
77681590,0,0,0
77874300,4,4,4
78681007,0,0,0
79284577,1,1,1
79868918,1,2,2
80777967,4,4,4
80853411,0,3,1
81226427,3,3,2
81917371,3,3,3
82299331,2,3,4
82946011,3,3,3
83786513,0,0,0
83859156,1,4,2
83971466,2,2,2
84423492,3,3,1
84601922,1,0,0
84650815,1,1,0
84853379,0,0,0
85371507,1,0,0
86041354,3,3,3
86264943,2,1,2
86840870,1,1,0
87871909,2,5,4
90459454,1,0,0
90660643,0,0,0
90692521,3,4,3
92143096,1,1,0
92649696,3,3,3
93142173,2,2,2
93406304,4,4,4
94039299,4,4,4
94289434,2,2,0
94747946,1,2,1
94814931,2,4,3
95498251,0,0,0
97016525,3,3,2
97119922,1,1,1
97503104,1,2,1
97862196,1,1,1
97909972,1,1,0
98494855,1,1,0
99329280,0,0,0
