subID,gems,bomb,igbias,wGems,it,lr,sticky,rt_mean,rt_tot
35394573,96,113,4.5,0.705381167765451,8.57721747819444,0.583603241598147,2.26984524714376,503.616666666667,181302
36350369,101,113,1.5,0.612132064045286,9.79922887466695,0.664406796206748,1.32962653934172,263.563888888889,94883
36961399,90,90,2,0.924348657922525,2.68855109658467,0.79520702888462,0.319129722641834,379.527777777778,136630
37054015,113,105,2,0.722378847787851,8.16367846226065,0.455822618612615,0.1664021592516,195.208333333333,70275
38664945,92,98,0,0.954803891795225,4.10429632241136,0.0578375579639107,-1.03088071841557,970.672222222222,349442
39440617,86,75,0,0.998071955521924,2.46783307804335,0.89468452329535,1.31798205942449,493.780555555556,177761
39982698,88,98,6,0.732096446139583,5.60974251510775,0.58872865826541,1.73563561920214,132.375,47655
41097897,113,93,3,0.843341165782484,12.4422044427849,0.651822187993015,1.62789355342955,232.991666666667,83877
41819165,110,99,6,0.810387483061488,5.34992079349367,0.612926698013696,1.50173558411728,443.966666666667,159828
43242454,97,88,0.666666666666667,0.628017917243877,10.1987039810506,0.618441990113917,1.15778378978295,293.136111111111,105529
43770402,97,121,-0.333333333333333,0.538321084866301,6.4045632794168,0.609718900785484,0.62697585324894,325.647222222222,117233
43928857,89,102,3.66666666666667,0.961884886162401,6.79924926939877,0.53462315660552,2.40906594264872,452.136111111111,162769
45575473,93,83,-0.333333333333333,0.0428252602364706,5.73832562790842,0.0104357737136782,0.526241738522807,76.075,27387
46982625,105,103,6,0.451408129974737,11.0546996953243,0.378684939716326,1.46282113994552,337.175,121383
47924691,94,103,4.83333333333333,0.99533325812097,3.50062930633749,0.840923964618439,1.28414407152344,356.777777777778,128440
48249378,119,96,3,0.520854485663915,10.5012469118494,0.432471045853538,1.26103264292788,399.175,143703
48346240,80,106,3.66666666666667,0.921027695076791,2.8030740569923,0.329263959866405,1.52859130917077,312.397222222222,112463
48520972,106,93,1.83333333333333,0.524869820684226,3.01462045590154,0.981138988168418,0.797963087847121,1653.92222222222,595412
49813984,93,107,-1,0.505272158914663,3.08549239914258,0.642633592195027,1.86071745315988,546.305555555556,196670
50093480,112,98,0.833333333333333,0.937500000691948,7.90078069113091,0.013129310116078,0.348605619220359,291.288888888889,104864
52159072,95,72,-1,0.996695097494538,5.58771366104338,0.360940190043721,1.42802785035523,155.561111111111,56002
52457594,104,112,2.83333333333333,0.703926109785315,8.33884223004034,0.635706616383229,1.7025003265943,219.291666666667,78945
52855302,87,103,3,0.574842345254136,5.00664310844716,0.97729727789986,0.178911597660057,1893.675,681723
52961778,94,97,6,0.8609093526289,6.09448948615184,0.491203236425531,2.16814636032014,402.797222222222,145007
53782710,91,101,1.66666666666667,0.593281300344272,6.71012509441697,0.599067103821896,1.11376986730283,352.175,126783
54071817,86,76,0.333333333333333,0.360746968685049,0.688342163237301,0.857776525785176,-0.296192577861016,95.8055555555556,34490
54557956,121,97,0.666666666666667,0.457949712720355,5.94270770389878,0.60144988000288,2.0301469274102,375.058333333333,135021
54879241,111,101,1,0.623624058722943,8.88930854956856,0.610391909576269,1.29871117427728,226.994444444444,81718
55245262,112,111,3.66666666666667,0.654097473400999,8.98692515446489,0.77576313795713,0.583527731534546,510.333333333333,183720
55865667,94,87,1,0.75209749993348,4.63442506726063,0.516071753001621,-0.0206071243128396,413.758333333333,148953
56263155,119,96,-0.5,0.521298831319588,25.7168835998596,0.770936163259571,0.887615420093612,352.005555555556,126722
56719802,103,78,2,0.556106095710559,5.84618545841261,0.619534322604361,-0.114415375630628,617.661111111111,222358
56994987,110,95,0.5,0.606450209718291,7.73045015706412,0.446832047836566,1.2369699560595,237.055555555556,85340
57379836,86,82,-4.83333333333333,0.760903259543205,7.23434784419329,0.852993183590648,1.35552533930714,671.708333333333,241815
57719913,103,88,6,0.766558750868413,3.81068219963447,0.821259353208656,0.517339289883711,414.791666666667,149325
58079567,90,97,-0.5,0.509569696956741,11.1477692469744,0.756111815495575,1.77416096948621,284.902777777778,102565
58905857,88,78,0,0.731250661571773,5.41659243040903,0.437821670345277,1.65704392221686,213.747222222222,76949
59157947,95,106,0,0.636659512552297,13.2115226784488,0.756521515299329,1.06303070827542,270.097222222222,97235
59619479,97,92,-0.5,0.62930795431368,5.16379629159388,0.699924875227205,-0.0210163966317617,235.116666666667,84642
59817727,106,96,0.666666666666667,0.628566912786,4.19164203924316,0.690683841324971,2.14329037715203,314.927777777778,113374
60757070,73,110,1.33333333333333,0.756779579568344,4.62308791303059,0.53984681642335,1.5289347776117,785.1,282636
60829836,95,87,-0.333333333333333,0.676545886005437,6.24298383123123,0.880510808099987,1.40785952509995,863.219444444444,310759
62566938,104,90,3,0.8894308528505,4.31763891274289,0.797181547300234,1.14413133419384,383.8,138168
65440654,105,104,3.83333333333333,0.410765928495589,9.91704107422178,0.777055633961771,1.41759484510713,289.813888888889,104333
65565831,107,89,1,0.594348395893963,5.56762257455554,0.84003631014147,0.526235283678463,206.305555555556,74270
65623136,76,108,-3,0.988793293635704,30.7204170866147,0.015298753317805,1.58976760166918,256.794444444444,92446
66093427,82,109,-0.333333333333333,0.580009751708936,5.96335718577433,0.716151391680366,0.253284136231043,248.616666666667,89502
66644869,108,73,5.5,0.997464093380394,1.63392004182682,0.529023637860245,-0.33110622276225,288.144444444444,103732
66840724,91,97,2.33333333333333,0.553818586159546,11.8025544929169,0.894374085288399,-0.18711970899643,327.672222222222,117962
67079722,110,68,3,0.997368691690002,3.00554717902531,0.725056074842862,2.39960277961512,480.375,172935
67488212,95,98,6,0.533768740587237,16.7877469144488,0.670997288960388,2.0322417813522,205.688888888889,74048
67524626,99,97,6,0.507950211010678,9.03057737490744,0.562427502412772,0.908498857624162,249.208333333333,89715
67564324,92,99,2.5,0.903688629959166,6.47720634206721,0.891459286459792,1.35830375135086,229.702777777778,82693
68043195,99,121,6,0.584210297779959,13.4262203831235,0.885171129070608,0.632716296712307,351.438888888889,126518
68171804,106,102,6,0.574121735451782,6.62370618130823,0.527024853560357,1.20049167227019,291.027777777778,104770
69907245,97,87,6,0.621510494969873,10.3814933359826,0.393145223437099,0.845882857645565,627.472222222222,225890
70862758,74,87,2.5,0.422288738528002,11.9326596459152,0.0332770406869323,0.747001979964668,327.108333333333,117759
72833635,104,84,2,0.461626099914624,11.2474655704335,0.927490482337952,-1.01659456198189,545.291666666667,196305
72985227,82,101,3.83333333333333,0.998061636768422,6.03630097802788,0.565310045282059,0.128016583382825,207.316666666667,74634
73916517,108,100,-1.66666666666667,0.312708693834765,6.25474016713664,0.663639509044152,2.95939036088657,247.822222222222,89216
73987360,103,94,5.33333333333333,0.546330258445436,8.40273749558124,0.556154716802254,1.70313108242264,274.080555555556,98669
74600755,90,92,3.66666666666667,0.747723622391063,9.70513806072742,0.59553808428188,0.114652152746089,261.230555555556,94043
74874433,97,96,0,0.702005055734433,6.65541878166887,0.918189932259613,-0.52336981681376,374.2,134712
74938959,85,84,0.5,0.520328435476165,6.80972328491213,0.966768042709631,-0.293080803576034,431.755555555556,155432
77060738,85,72,0.166666666666667,0.512351351449462,3.42480595537259,0.473067240481971,2.13827584379516,260.072222222222,93626
77322251,107,100,3,0.960426193022565,8.52210771607441,0.453059779663969,2.52961778156373,440.241666666667,158487
77456133,102,90,6,0.997998581760069,9.92434956130443,0.760994798534167,1.29323639834872,489.1,176076
77681590,110,103,4,0.587892805606474,10.3503940140404,0.418362085001109,1.17149101599219,122.55,44118
77874300,99,79,0,0.996548344793478,1.67089193939415,0.987086081775783,-0.388677685132616,576.922222222222,207692
78681007,90,108,0,0.600797467828421,8.13670658795625,0.674451849129007,1.4477025988162,136.244444444444,49048
79284577,95,76,2.5,0.99840987315408,4.50514392284643,0.587579482164919,-0.223147774347802,307.7,110772
79868918,97,88,3,0.909286818691468,2.16757575689378,0.733577745116534,-0.113715064346912,549.369444444444,197773
80777967,96,95,-0.333333333333333,0.512892917544947,8.56328541820823,0.688391369421563,0.437863905518951,445.777777777778,160480
80853411,96,90,4.5,0.5587077507687,17.1017096427006,0.609051440203036,0.626698841523188,267.094444444444,96154
81226427,96,109,0.333333333333333,0.579622575376722,8.45541205793707,0.617986622001945,1.39187649599038,327.319444444444,117835
81917371,103,88,1.5,0.979047400546419,1.24283051549773,0.987342689764502,0.861160752386181,955.713888888889,344057
82299331,96,81,0.333333333333333,0.791719817673118,1.92239632562312,0.329633247530598,2.47893036694987,816.425,293913
82946011,99,96,1.33333333333333,0.603236254919443,6.02366906198187,0.357002862037961,2.36190526388582,352.266666666667,126816
83786513,98,105,6,0.535043263687011,9.56224455152161,0.715598539315478,0.412391742291447,520.597222222222,187415
83859156,106,83,0,0.96049941977121,3.8162946490988,0.269716734518993,0.558751233526517,253.963888888889,91427
83971466,99,88,3.5,0.991251597428016,4.36075457138296,0.582540961502684,2.22603800200425,130.586111111111,47011
84423492,104,108,0.333333333333333,0.607099978372084,9.05695096425922,0.58879855320152,1.56799894850594,228.911111111111,82408
84601922,107,88,4.83333333333333,0.542044806571653,11.1935484181994,0.519092402455443,1.38520523978778,184.322222222222,66356
84650815,69,97,4.66666666666667,0.627995200385668,5.87399759921697,0.157904565311399,3.32090711751049,268.158333333333,96537
84853379,106,90,6,0.61739844552364,10.7846733457802,0.975505501452226,-1.75056459425859,199.594444444444,71854
85371507,105,67,1.66666666666667,0.997103462533357,3.21421972761834,0.473084445627866,2.61009912984501,359.219444444444,129319
86041354,104,72,1.16666666666667,0.683658697237049,5.75695463640669,0.542791354262921,1.501933523371,369.275,132939
86264943,86,80,2.5,0.997346289198099,3.95165480293586,0.683607862758029,0.604221056104495,477.522222222222,171908
86840870,113,105,4.33333333333333,0.38975465121788,16.5914014621869,0.538656002955323,1.77093886176739,422.075,151947
87871909,97,95,-1.16666666666667,0.414614942590007,9.37832551510659,0.00961192777351045,0.538949329839971,140.25,50490
90459454,90,100,3.66666666666667,0.644770254215756,9.98354994877768,0.695993116127382,1.53918158099817,316.455555555556,113924
90660643,95,100,6,0.604710701716715,6.12466429821434,0.756369950552296,0.911778045403218,375.247222222222,135089
90692521,112,93,0,0.791327683357829,4.36318897232076,0.648212932994389,1.42430177618992,873.188888888889,314348
92143096,80,98,1.5,0.552255421222134,2.32789920043294,0.773811680588838,1.47250067989078,945.602777777778,340417
92649696,93,119,-1.5,0.528666690549143,9.43175949781937,0.639490877714644,1.46342029162641,223.377777777778,80416
93142173,117,93,0,0.890540492407639,6.17861677180229,0.907433250169381,2.12298223174809,719.202777777778,258913
93406304,84,89,0,0.499591021138235,3.82433013933926,0.958172732235757,1.18705456732109,911.458333333333,328125
94039299,104,74,-1,0.781673365644195,6.32332591042727,0.646338574657841,2.28360166361849,952.427777777778,342874
94289434,98,108,0.333333333333333,0.956878100077938,5.91737669950884,0.517056111554266,2.5624300943785,649.75,233910
94747946,94,98,2.66666666666667,0.574106833269336,8.77682856397275,0.921462649895641,-0.254905508656803,556.925,200493
94814931,107,81,-0.5,0.28416309328108,9.79561792545077,0.0216100539479536,0.695214000323973,446.386111111111,160699
95498251,93,91,6,0.516883620551902,1.96678983821159,0.771968488901117,0.231529098924673,1178.26944444444,424177
97016525,98,89,3.5,0.741128868923682,6.50937688950713,0.944331227197156,2.31400216058814,531.355555555556,191288
97119922,92,83,4,0.295713323081593,2.72676690123001,0.741948046523792,0.93486030184935,644.719444444444,232099
97503104,87,106,0.833333333333333,0.646471174965331,10.1054329915747,0.828863852005569,1.1452377156067,196.266666666667,70656
97862196,84,110,4,0.643322830846385,15.5408044797019,0.493031204755737,2.36713063930948,151.788888888889,54644
97909972,104,92,1.33333333333333,0.617789410679516,13.0886415485704,0.642769822144965,1.2967160630811,373.452777777778,134443
98494855,89,113,5.5,0.692679332415111,11.5791429604514,0.734881727362155,-0.395511277849708,329.786111111111,118723
99329280,119,112,4.33333333333333,0.570529620202116,7.65895715280881,0.627942493411854,0.951966565359609,186.302777777778,67069
