subID,gems,bomb,pGems,chose80,chose60,chose40,chose20,it,lr,sticky
54575802,34,54,0.453333333333333,0.186111111111111,0.211111111111111,0.286111111111111,0.316666666666667,4.06024162235315,0.611202063870435,0.728482217871105
55577968,60,39,0.596666666666667,0.522222222222222,0.130555555555556,0.155555555555556,0.191666666666667,4.88402445765974,0.98582828218714,2.89896718028126
55651629,64,32,0.706666666666667,0.761111111111111,0.0361111111111111,0.177777777777778,0.025,21.8980077402912,0.00687341459340432,1.63486261646991
55698530,44,51,0.536111111111111,0.441666666666667,0.152777777777778,0.05,0.355555555555556,8.68187590052466,0.0117669572918657,1.55905221529128
56652075,43,49,0.489444444444444,0.205555555555556,0.291666666666667,0.247222222222222,0.255555555555556,8.99700306263398,0.993633981576556,-2.1152282634569
56722591,54,37,0.631666666666667,0.45,0.363888888888889,0.0805555555555556,0.105555555555556,5.39279327359618,0.00951061245035071,2.48666484414264
56749897,55,56,0.457222222222222,0.15,0.247222222222222,0.341666666666667,0.261111111111111,6.85051787723717,0.455857963531091,0.317422800421198
58235166,55,50,0.49,0.225,0.255555555555556,0.263888888888889,0.255555555555556,4.59888357225812,0.600796373645074,1.12967573566285
58985153,64,44,0.597222222222222,0.388888888888889,0.355555555555556,0.108333333333333,0.147222222222222,6.06815098592256,0.405996795862573,1.67253946025023
59880047,55,43,0.506666666666667,0.197222222222222,0.35,0.241666666666667,0.211111111111111,2.62448243002221,0.418652917142291,0.677260348595153
59945591,55,63,0.480555555555556,0.119444444444444,0.316666666666667,0.411111111111111,0.152777777777778,2.37904136924296,0.245527013053776,2.59342674044954
60287239,48,44,0.502222222222222,0.269444444444444,0.241666666666667,0.219444444444444,0.269444444444444,2.32251794279525,0.814287158547491,-0.0173938170564523
60323577,57,51,0.503888888888889,0.236111111111111,0.3,0.211111111111111,0.252777777777778,6.13072532988494,0.61630999763851,0.716897035843548
60339174,66,62,0.521111111111111,0.302777777777778,0.233333333333333,0.230555555555556,0.233333333333333,6.18284592779737,0.591896618781814,1.43096646632776
60514179,60,36,0.545555555555556,0.4,0.155555555555556,0.216666666666667,0.227777777777778,13.188846897744,0.539821923706285,-0.667237057271289
60620268,55,53,0.508888888888889,0.258333333333333,0.297222222222222,0.175,0.269444444444444,6.23735195767843,0.585819743973044,0.719648660709404
60905151,62,42,0.551666666666667,0.358333333333333,0.227777777777778,0.227777777777778,0.186111111111111,8.94540757956534,0.476255640526635,0.513782867434743
61388494,44,68,0.496111111111111,0.205555555555556,0.3,0.263888888888889,0.230555555555556,3.80014287979708,0.73587630742634,0.999746643603462
61585480,41,46,0.448888888888889,0.0444444444444444,0.363888888888889,0.383333333333333,0.208333333333333,9.21935781543793,0.0683994900682657,0.886979668010399
62809177,55,29,0.515,0.197222222222222,0.405555555555556,0.172222222222222,0.225,1.70974158959316,0.523855553697722,2.45834833303825
63168819,66,48,0.523888888888889,0.327777777777778,0.188888888888889,0.258333333333333,0.225,6.17040991372417,0.565460020639662,1.6026735333884
65061698,56,48,0.521111111111111,0.377777777777778,0.105555555555556,0.261111111111111,0.255555555555556,7.34098261043324,0.162135778323526,2.12696771570206
65068712,51,40,0.500555555555556,0.238888888888889,0.269444444444444,0.247222222222222,0.244444444444444,21.9740554527336,0.704642702120988,-0.345363340536233
67291418,52,43,0.489444444444444,0.261111111111111,0.213888888888889,0.236111111111111,0.288888888888889,4.99399136774876,0.373575987367734,2.1791830961555
67972928,55,63,0.480555555555556,0.236111111111111,0.211111111111111,0.272222222222222,0.280555555555556,13.1872826312707,0.707787813630829,1.56028371475458
68126342,42,57,0.496666666666667,0.191666666666667,0.311111111111111,0.286111111111111,0.211111111111111,6.17425225580946,0.700135865437665,1.06789322424244
68218082,35,51,0.491666666666667,0.302777777777778,0.144444444444444,0.261111111111111,0.291666666666667,5.83303829516508,0.692117625404359,1.45574372480564
69535736,37,53,0.418333333333333,0.141666666666667,0.205555555555556,0.255555555555556,0.397222222222222,5.54335262369311,0.649049001510759,-0.0328763643731026
69753694,35,51,0.5,0.275,0.208333333333333,0.258333333333333,0.258333333333333,3.59193525221588,0.000879504546219389,0.255133483652138
71679354,52,40,0.552222222222222,0.391666666666667,0.183333333333333,0.219444444444444,0.205555555555556,6.6529256947595,0.84318718919994,1.13416261999173
72046015,51,50,0.483333333333333,0.197222222222222,0.275,0.275,0.252777777777778,5.54018711813136,0.468447838808825,-1.69866083437602
72831984,55,49,0.537222222222222,0.308333333333333,0.25,0.261111111111111,0.180555555555556,9.10835625239614,0.626808490404699,-0.557615502067894
73774763,46,44,0.537222222222222,0.347222222222222,0.183333333333333,0.277777777777778,0.191666666666667,4.18066236171959,0.00338712778069644,0.196998935286834
