subID,gems,bomb,igbias,pGems,chose80,chose60,chose40,chose20,it,lr_pos,lr_neg,sticky,rt_mean,rt_tot
55786474,162,24,0,0.8,1,0,0,0,3.47862398318669,0.00635927045005239,0.00105769661887549,-0.556595517817345,878,878
55879531,129,113,4,0.506111111111111,0.158333333333333,0.380555555555556,0.294444444444444,0.166666666666667,3.55637850206783,0.556572389514732,0.744807443770808,-0.310608714050562,364.608333333333,364.608333333333
57075887,128,83,-0.166666666666666,0.568333333333333,0.419444444444444,0.230555555555556,0.122222222222222,0.227777777777778,2.10142492841551,0.945364413020909,0.576721794274823,3.02150110624144,601.447222222222,601.447222222222
57853361,104,103,4.5,0.467222222222222,0.186111111111111,0.175,0.427777777777778,0.211111111111111,8.10992686565484,0.41880994108367,0.873230897951409,0.769982769939847,203.594444444444,203.594444444444
57975759,94,108,2.5,0.512777777777778,0.325,0.163888888888889,0.261111111111111,0.25,2.47032176024672,0.0587615190670981,0.0102485055338332,0.502407290800507,449.95,449.95
58605237,112,100,0,0.509444444444444,0.297222222222222,0.116666666666667,0.422222222222222,0.163888888888889,14.3974076319576,0.554467690824802,0.779611147880105,0.364502976251496,563.911111111111,563.911111111111
59758203,82,88,3.66666666666667,0.54,0.352777777777778,0.213888888888889,0.213888888888889,0.219444444444444,4.63395450539996,0.86959630325499,0.927832767926183,0.365582071727941,430.355555555556,430.355555555556
60632881,115,100,1.33333333333333,0.546111111111111,0.261111111111111,0.391666666666667,0.163888888888889,0.183333333333333,5.30191213993828,0.479802342583396,0.768064084815384,1.46299900570107,346.388888888889,346.388888888889
63888234,145,73,0,0.641111111111111,0.641666666666667,0.102777777777778,0.075,0.180555555555556,3.90218712055652,0.0339632856171487,0.205573713518646,2.53588505905594,349.6,349.6
64134160,88,92,1.16666666666667,0.528333333333333,0.291666666666667,0.305555555555556,0.155555555555556,0.247222222222222,7.7582731275924,0.91383722077172,0.775734107341824,0.623504874814752,2385.37222222222,2385.37222222222
64246775,98,130,2.5,0.495555555555556,0.294444444444444,0.169444444444444,0.255555555555556,0.280555555555556,9.6239136066961,0.951824345609042,0.501727478825638,0.512857508817563,401.766666666667,401.766666666667
64399367,119,118,2.33333333333333,0.515,0.291666666666667,0.238888888888889,0.222222222222222,0.247222222222222,4.10726603170174,0.660626866985979,0.664067005264866,1.08259387538158,529.186111111111,529.186111111111
64638148,95,123,0.833333333333333,0.515555555555556,0.275,0.269444444444444,0.213888888888889,0.241666666666667,4.54531485875551,0.0579797680109002,0.418878865610055,2.68634736682679,961.672222222222,961.672222222222
65097383,109,89,0,0.567777777777778,0.311111111111111,0.369444444444444,0.166666666666667,0.152777777777778,10.0044794451329,0.886829265105923,0.985629854426657,-1.93626352214776,291.177777777778,291.177777777778
65950552,107,71,0,0.564444444444445,0.294444444444444,0.333333333333333,0.272222222222222,0.1,3.98982477729475,0.0100471192139644,0.00816930476873723,0.85213575559108,6592.61666666667,6592.61666666667
66557086,133,115,6,0.533888888888889,0.358333333333333,0.147222222222222,0.3,0.194444444444444,8.37705442955828,0.835632033156444,0.774417022265306,1.14839005608838,296.913888888889,296.913888888889
66868351,97,112,2.66666666666667,0.507222222222222,0.225,0.294444444444444,0.272222222222222,0.208333333333333,10.5583849045474,0.438880788341205,0.842537337218791,1.36094414899164,849.555555555556,849.555555555556
67925048,81,143,2.66666666666667,0.462222222222222,0.216666666666667,0.269444444444444,0.122222222222222,0.391666666666667,5.72528619700736,0.992199716781424,0.994483727924427,-1.29514762303828,735.869444444444,735.869444444444
69469015,112,84,-2,0.615,0.461111111111111,0.277777777777778,0.136111111111111,0.125,11.9545728571811,0.775341468502846,0.822789591954901,0.68188316834837,375.322222222222,375.322222222222
71062420,110,104,1.33333333333333,0.509444444444444,0.291666666666667,0.183333333333333,0.305555555555556,0.219444444444444,3.79986935247261,0.00659437596878963,0.0106147836445975,2.93256316696772,240.75,240.75
71174173,136,66,0,0.682777777777778,0.661111111111111,0.155555555555556,0.119444444444444,0.0638888888888889,12.5017600528381,0.376425223682523,0.727767563911601,1.00517053694548,1094.28888888889,1094.28888888889
71888008,119,129,0,0.457777777777778,0.205555555555556,0.213888888888889,0.244444444444444,0.336111111111111,5.57059047893755,0.822340476776138,0.855963609391404,2.97641031145334,267.197222222222,267.197222222222
72005099,137,51,3.33333333333333,0.724444444444445,0.8,0.0611111111111111,0.1,0.0388888888888889,2.80121222002131,0.912995572271132,0.535221116172177,1.78923884026584,311.969444444444,311.969444444444
72112420,127,111,-2,0.501111111111111,0.158333333333333,0.380555555555556,0.269444444444444,0.191666666666667,5.98192212334905,0.7439880881503,0.614674696578633,-0.0647495256932271,491.958333333333,491.958333333333
72592555,122,81,1.66666666666667,0.565555555555556,0.388888888888889,0.194444444444444,0.272222222222222,0.144444444444444,10.8252881152591,0.240571733265892,0.527841117981984,2.07280903904524,492.858333333333,492.858333333333
72778408,114,107,6,0.510555555555556,0.311111111111111,0.197222222222222,0.225,0.266666666666667,18.9211801245599,0.977816021748114,0.812111673959879,-0.180284454933339,194.802777777778,194.802777777778
72887333,97,90,0.166666666666667,0.492777777777778,0.325,0.161111111111111,0.166666666666667,0.347222222222222,3.42109353109504,0.927944789940477,0.646118789920993,1.40812583431885,28.8083333333333,28.8083333333333
73946491,121,100,-1,0.517777777777778,0.361111111111111,0.152777777777778,0.2,0.286111111111111,9.56667055087862,0.874195850706193,0.767012098386482,1.39152878141231,708.913888888889,708.913888888889
