gems,bomb,igbias,pBurn,chose80,chose60,chose40,chose20,it,lr,sticky,rt_mean,rt_tot
51,38,6,0.479444444444444,0.230555555555556,0.316666666666667,0.277777777777778,0.175,5.99389465230537,0.691168994557709,1.08199027343941,218.333333333333,78600
48,50,5.16666666666667,0.461666666666667,0.294444444444444,0.291666666666667,0.225,0.188888888888889,3.38066882922792,0.728247149193897,0.519753680417201,449.911111111111,161968
53,53,4.66666666666667,0.506111111111111,0.266666666666667,0.213888888888889,0.241666666666667,0.277777777777778,8.76369532711808,0.561480148931343,-0.0486049980601269,229.011111111111,82444
32,60,2.33333333333333,0.560555555555555,0.147222222222222,0.233333333333333,0.288888888888889,0.330555555555556,4.93488643348885,0.528787612376112,0.921057665775342,478.311111111111,172192
48,54,2.66666666666667,0.494444444444444,0.138888888888889,0.447222222222222,0.216666666666667,0.197222222222222,7.91006778069325,0.0135943098350995,0.395222480406539,748.619444444444,269503
57,51,1,0.478888888888889,0.302777777777778,0.2,0.297222222222222,0.2,5.3518985702195,0.680676651741797,-0.68359535278439,549.05,197658
40,42,3.33333333333334,0.519444444444444,0.272222222222222,0.183333333333333,0.219444444444444,0.325,7.25372998528746,0.843465050493719,-0.905928663196928,229.588888888889,82652
52,37,3,0.490555555555556,0.302777777777778,0.180555555555556,0.277777777777778,0.238888888888889,9.77550979719816,0.762060721529202,-0.429143498010763,238.797222222222,85967
57,50,1.33333333333333,0.478333333333333,0.238888888888889,0.305555555555556,0.280555555555556,0.175,3.66594472707126,0.434986038572651,1.92396236418361,261.175,94023
44,79,6,0.601666666666667,0.138888888888889,0.194444444444444,0.186111111111111,0.480555555555556,3.63957653171423,0.579422496018548,2.32980837525422,840.902777777778,302725
53,51,2.5,0.540555555555556,0.2,0.241666666666667,0.213888888888889,0.344444444444444,4.38888699431713,0.697955204212241,2.23839640621569,792.333333333333,285240
54,33,0,0.421666666666667,0.425,0.194444444444444,0.227777777777778,0.152777777777778,2.43641254555063,0.133560038304704,0.520669847015331,1192.56666666667,429324
53,48,1.33333333333333,0.487222222222222,0.272222222222222,0.263888888888889,0.219444444444444,0.244444444444444,4.86993871361604,0.628430945714576,1.661958191964,489.730555555556,176303
44,64,6,0.536666666666667,0.247222222222222,0.177777777777778,0.219444444444444,0.355555555555556,2.67953862444314,0.703188415805324,-0.154054276557213,461.625,166185
54,39,2.66666666666667,0.516666666666667,0.305555555555556,0.183333333333333,0.133333333333333,0.377777777777778,2.05229542839387,0.911306703420838,1.17080738765348,1322.51944444444,476107
49,56,2.66666666666666,0.525555555555556,0.213888888888889,0.225,0.280555555555556,0.280555555555556,12.5915543672047,0.829777618058548,0.473075475992791,155.680555555556,56045
54,67,3.33333333333333,0.481111111111111,0.277777777777778,0.255555555555556,0.25,0.216666666666667,19.4016478426368,0.800545270009183,0.890389749865264,507.983333333333,182874
44,60,5,0.537222222222222,0.186111111111111,0.241666666666667,0.272222222222222,0.3,3.50959948961428,0.453667017875962,1.54247205844309,487.413888888889,175469
48,38,4,0.433888888888889,0.363888888888889,0.263888888888889,0.211111111111111,0.161111111111111,6.21113259366717,0.00770240003434895,0.0412777000238159,689.611111111111,248260
46,79,3.66666666666667,0.657777777777778,0.125,0.15,0.0361111111111111,0.688888888888889,17.2617102169331,0.00574827555850169,1.75085372785483,593.133333333333,213528
50,43,0.66666666666667,0.52,0.197222222222222,0.308333333333333,0.191666666666667,0.302777777777778,3.59134002666765,0.000856669783672242,2.56999622156717,729.647222222222,262673
63,34,6,0.403888888888889,0.4,0.302777777777778,0.175,0.122222222222222,11.7455074007788,0.00576386413991207,-0.0405159431240645,155.722222222222,56060
63,40,2.66666666666667,0.450555555555556,0.361111111111111,0.202777777777778,0.258333333333333,0.177777777777778,6.00251934375976,0.708702412570582,0.0356523646434877,291.041666666667,104775
46,45,5.33333333333333,0.491666666666667,0.247222222222222,0.261111111111111,0.277777777777778,0.213888888888889,3.96552662086462,0.945689067546432,0.817302555377361,999.433333333333,359796
47,52,3,0.551111111111111,0.0944444444444444,0.211111111111111,0.538888888888889,0.155555555555556,10.0933103698218,0.314448086183886,2.11938418036965,353.038888888889,127094
48,49,2.33333333333333,0.540555555555556,0.211111111111111,0.2,0.263888888888889,0.325,6.53571100288934,0.498359123910897,1.65861736577306,327.013888888889,117725
54,52,1.33333333333334,0.472777777777778,0.266666666666667,0.233333333333333,0.369444444444444,0.130555555555556,2.03658994035638,0.666233527240068,1.40417331616994,1144.75555555556,412112
67,54,4.66666666666667,0.488333333333333,0.247222222222222,0.294444444444444,0.227777777777778,0.230555555555556,13.1071456022548,0.580544495146801,2.1060710470897,407.394444444444,146662
43,44,3.5,0.486111111111111,0.269444444444444,0.263888888888889,0.233333333333333,0.233333333333333,3.584759383004,0.000851752760899557,1.95469677430636,216.391666666667,77901
48,51,4.33333333333334,0.585555555555556,0.144444444444444,0.2,0.238888888888889,0.416666666666667,6.0383517254506,0.0132599608476156,1.12719014204061,392.266666666667,141216
72,53,6,0.463888888888889,0.297222222222222,0.327777777777778,0.133333333333333,0.241666666666667,16.7283886413883,0.535046037108777,1.10991307755192,196.975,70911
58,37,3.33333333333333,0.468333333333333,0.333333333333333,0.161111111111111,0.336111111111111,0.169444444444444,6.93689699945747,0.00807916779220298,-0.750753272336588,1604.81388888889,577733
44,53,5,0.518888888888889,0.258333333333333,0.216666666666667,0.197222222222222,0.327777777777778,3.89254880683253,0.674824398055106,1.36770432407304,217.130555555556,78167
39,48,0.833333333333335,0.488888888888889,0.277777777777778,0.244444444444444,0.233333333333333,0.244444444444444,4.10134393883244,0.451114951986941,2.04041438268894,192.491666666667,69297
48,54,-3.33333333333333,0.513888888888889,0.147222222222222,0.383333333333333,0.222222222222222,0.247222222222222,5.65101967459942,0.934945662701896,2.00759129314545,864.063888888889,311063
61,47,3,0.479444444444444,0.244444444444444,0.277777777777778,0.313888888888889,0.163888888888889,3.51583077296969,0.925010876733894,-0.447386691026714,427.316666666667,153834
57,36,0,0.445555555555556,0.366666666666667,0.169444444444444,0.333333333333333,0.130555555555556,7.85985656241381,0.00856424430570413,0.123319245996718,297.383333333333,107058
45,56,0.33333333333333,0.536111111111111,0.216666666666667,0.211111111111111,0.247222222222222,0.325,4.58964810819292,0.476584942030797,0.616356382307449,748.158333333333,269337
46,60,3.16666666666667,0.501111111111111,0.261111111111111,0.216666666666667,0.277777777777778,0.244444444444444,6.47747627433918,0.767614682175697,0.436721145794535,2201.70833333333,792615
65,54,1.66666666666667,0.476666666666667,0.227777777777778,0.413888888888889,0.105555555555556,0.252777777777778,6.72423336670561,0.548867008113821,2.51342216889585,519.680555555556,187085
50,46,3.83333333333333,0.491666666666667,0.311111111111111,0.202777777777778,0.202777777777778,0.283333333333333,2.37273558360262,0.282021276329765,0.695965749538917,991.538888888889,356954
48,46,3,0.514444444444444,0.225,0.238888888888889,0.275,0.261111111111111,5.09121018543693,0.609611221366141,2.29904545492194,567.380555555556,204257
55,55,1,0.540555555555556,0.211111111111111,0.158333333333333,0.347222222222222,0.283333333333333,7.27554595947822,0.612741004644798,2.15591689868503,597.280555555556,215021
49,37,4.33333333333333,0.472222222222222,0.302777777777778,0.236111111111111,0.258333333333333,0.202777777777778,10.7695453313287,0.702605607064119,0.724296184912326,600.019444444444,216007
