gems,bomb,igbias,pBurn,wEarn,chose80,chose60,chose40,chose20,it,lr,sticky,rt_mean,rt_tot
105,102,2,0.518888888888889,0.465190762569933,0.227777777777778,0.244444444444444,0.233333333333333,0.294444444444444,17.9159901212041,0.991051763998142,-2.8689606465489,287.394444444444,287.394444444444
123,70,2,0.355555555555556,0.642096804447348,0.641666666666667,0.0833333333333333,0.130555555555556,0.144444444444444,7.95887685856596,0.0150396841643987,0.637296247693439,161.855555555556,161.855555555556
131,85,2.5,0.438888888888889,0.624215764876617,0.341666666666667,0.308333333333333,0.163888888888889,0.186111111111111,6.17776324498539,0.650172112422963,2.41206564931233,0,0
105,114,1.66666666666667,0.524444444444444,0.57023976163982,0.258333333333333,0.222222222222222,0.158333333333333,0.361111111111111,4.05199267085332,0.588918315605039,2.84901894647783,121.888888888889,121.888888888889
87,131,2,0.627777777777778,0.262194172644258,0.133333333333333,0.102777777777778,0.255555555555556,0.508333333333333,8.51358752332053,0.578060079383289,1.0177696532565,1056.22222222222,1056.22222222222
114,93,2.83333333333334,0.471111111111111,0.475793293746973,0.258333333333333,0.358333333333333,0.152777777777778,0.230555555555556,9.75658120076473,0.551547743520563,1.53070686907068,487.652777777778,487.652777777778
106,108,6,0.491666666666667,0.518535832238799,0.138888888888889,0.455555555555556,0.213888888888889,0.191666666666667,6.0924495842947,0.938875282440203,1.90931645297449,536.308333333333,536.308333333333
105,113,3,0.518888888888889,0.390709935440728,0.183333333333333,0.247222222222222,0.361111111111111,0.208333333333333,7.75314487373604,0.708637169143953,2.12629434520622,124.788888888889,124.788888888889
90,143,4,0.594444444444444,0.552382875409694,0.0916666666666667,0.288888888888889,0.175,0.444444444444444,13.43214079517,0.807787924584413,1.71148626778633,347.85,347.85
96,121,5.66666666666667,0.537777777777778,0.443530641539148,0.155555555555556,0.25,0.344444444444444,0.25,7.60396878508088,0.544195934203979,0.122372398767511,197.022222222222,197.022222222222
123,61,6,0.331666666666667,0.995078221695932,0.577777777777778,0.280555555555556,0.0472222222222222,0.0944444444444444,2.57977228197423,0.532381782754497,1.30324901928181,659.166666666667,659.166666666667
119,106,4.66666666666667,0.463333333333333,0.533836550549287,0.277777777777778,0.344444444444444,0.161111111111111,0.216666666666667,10.7886908782065,0.808179385337017,2.11062729948097,509.466666666667,509.466666666667
114,118,1.16666666666667,0.536111111111111,0.47194731175092,0.180555555555556,0.202777777777778,0.372222222222222,0.244444444444444,22.0975788187999,0.700717058271344,0.540897135949157,521.094444444444,521.094444444444
115,103,3,0.486111111111111,0.449433459300224,0.205555555555556,0.352777777777778,0.247222222222222,0.194444444444444,10.0389681449232,0.56430225704685,0.227263556996793,148.713888888889,148.713888888889
126,73,3.33333333333333,0.449444444444444,0.285876925159146,0.413888888888889,0.186111111111111,0.138888888888889,0.261111111111111,17.1771853364523,0.548570891416484,1.87583682585083,459.7,459.7
105,109,0.5,0.503888888888889,0.34807338222569,0.2,0.336111111111111,0.208333333333333,0.255555555555556,10.396010089969,0.985126764723525,0.514683454021419,812.786111111111,812.786111111111
87,121,3,0.583888888888889,0.724222532925071,0.136111111111111,0.175,0.322222222222222,0.366666666666667,9.14470317263039,0.424921088353309,2.90107918223006,955.361111111111,955.361111111111
101,113,6,0.523333333333333,0.337938761381104,0.247222222222222,0.0972222222222222,0.447222222222222,0.208333333333333,12.7239685694803,0.765240630687343,1.91487771558698,390.65,390.65
103,114,0.833333333333335,0.506111111111111,0.490673750973899,0.163888888888889,0.380555555555556,0.216666666666667,0.238888888888889,13.3450071262034,0.978545274829495,0.21643922149413,539.230555555556,539.230555555556
133,86,0.833333333333335,0.465,0.465574929781813,0.277777777777778,0.327777777777778,0.186111111111111,0.208333333333333,10.4228205205543,0.728304065635193,0.952182153499546,730.011111111111,730.011111111111
129,95,6,0.431666666666667,0.816459159004699,0.291666666666667,0.430555555555556,0.105555555555556,0.172222222222222,3.00264283648468,0.175343208293226,4.03504539027025,274.616666666667,274.616666666667
126,111,3.33333333333334,0.466666666666667,0.389876764617888,0.330555555555556,0.263888888888889,0.147222222222222,0.258333333333333,10.6177078049711,0.70798985434484,0.481163465674625,335.427777777778,335.427777777778
108,111,4.33333333333333,0.523333333333333,0.356530653305613,0.213888888888889,0.277777777777778,0.186111111111111,0.322222222222222,16.5350644207119,0.700524500780317,0.914964170443418,374.425,374.425
