subID,gems,bomb,igbias,pGems,wGems,chose80,chose60,chose40,chose20,it,lr,sticky
00271149,92,139,5,0.433888888888889,0.43840859158836,0.119444444444444,0.233333333333333,0.344444444444444,0.302777777777778,13.8115254130156,0.832553169559443,0.893487898130042
00767363,104,107,5,0.51,0.580838697049387,0.244444444444444,0.305555555555556,0.205555555555556,0.244444444444444,6.12888315977506,0.787404617008358,-0.434819891101344
00768400,90,134,0,0.427222222222222,0.680865055634965,0.183333333333333,0.144444444444444,0.297222222222222,0.375,5.81861599024888,0.819354954336036,2.53785748236209
01468037,147,61,0,0.693888888888889,0.613639690276707,0.594444444444444,0.319444444444444,0.0472222222222222,0.0388888888888889,12.0971833156911,0.616839372684339,0.76584255389446
02123659,97,116,6,0.491666666666667,0.463613930896462,0.261111111111111,0.255555555555556,0.163888888888889,0.319444444444444,10.9431008253116,0.629979850746224,2.14266791944578
02966008,110,98,4.66666666666667,0.505,0.45096804429408,0.305555555555556,0.194444444444444,0.219444444444444,0.280555555555556,9.39328802399916,0.877664939175808,2.38192247323489
03465827,118,135,5.66666666666667,0.483888888888889,0.506826505329798,0.255555555555556,0.211111111111111,0.230555555555556,0.302777777777778,15.405355931974,0.720734036251615,1.05775758845242
04562014,88,106,4.83333333333333,0.473333333333333,0.432593910322248,0.119444444444444,0.280555555555556,0.447222222222222,0.152777777777778,8.91135716997216,0.351525276383177,1.85888840080561
05329053,133,110,3.83333333333333,0.537222222222222,0.996840184145255,0.280555555555556,0.186111111111111,0.472222222222222,0.0611111111111111,4.82614641803962,0.93184571358294,3.33992033619883
05777084,104,131,3.33333333333333,0.418888888888889,0.566820023268359,0.0638888888888889,0.313888888888889,0.275,0.347222222222222,13.250817633777,0.880737317618365,0.747308433962643
06009359,140,48,2.83333333333333,0.706666666666667,0.623341724643082,0.716666666666667,0.169444444444444,0.0444444444444444,0.0694444444444444,20.6205873738275,0.780111567532895,-0.0295250238834189
06750736,110,100,-3.16666666666667,0.515555555555556,0.488347038704737,0.244444444444444,0.305555555555556,0.233333333333333,0.216666666666667,5.78613169427889,0.797058794644132,1.14860474164716
06855230,122,100,4.16666666666667,0.528888888888889,0.491906963905701,0.361111111111111,0.186111111111111,0.188888888888889,0.263888888888889,15.6935678969216,0.984256388218639,-1.06886372023555
07251267,108,95,2.5,0.520555555555556,0.560438456681596,0.294444444444444,0.219444444444444,0.280555555555556,0.205555555555556,15.8579781665592,0.763680533023856,0.777072852151664
07827655,99,107,1,0.477222222222222,0.574580025061114,0.2,0.261111111111111,0.263888888888889,0.275,8.05690128306341,0.512626603734281,1.14710979311965
07927536,118,84,5.16666666666667,0.561666666666667,0.995086086963852,0.405555555555556,0.191666666666667,0.208333333333333,0.194444444444444,1.67670824099861,0.575317660284578,0.486531084559875
08394486,135,76,2.66666666666667,0.615555555555556,0.796525253595118,0.519444444444444,0.158333333333333,0.202777777777778,0.119444444444444,11.9746054469588,0.597531425814242,1.60126787708432
08784109,102,62,4.16666666666667,0.567777777777778,0.554485809673772,0.386111111111111,0.244444444444444,0.191666666666667,0.177777777777778,8.02718781232623,0.829011492286379,0.149895280756809
