gems,bomb,igbias,pBurn,chose80,chose60,chose40,chose20,it,lr_pos,lr_neg,sticky,rt_mean,rt_tot
113,124,1.5,0.546666666666667,0.127777777777778,0.241666666666667,0.4,0.230555555555556,6.57263002802744,0.471778247628386,0.756624161567224,1.5882575831516,682.927777777778,245854
133,89,2.66666666666667,0.45,0.233333333333333,0.494444444444444,0.0611111111111111,0.211111111111111,6.14724690710297,0.977111875773664,0.59560125685644,0.885448184399419,724.722222222222,260900
122,79,-0.166666666666665,0.386666666666667,0.455555555555556,0.266666666666667,0.166666666666667,0.111111111111111,3.07867205382592,0.0125364720771427,0.0203881575430821,1.97202462059272,673.825,242577
91,127,3,0.571111111111111,0.136111111111111,0.325,0.0861111111111111,0.452777777777778,7.03887431682156,0.491811461435344,0.520498619328171,2.86931017744442,435.883333333333,156918
113,96,3,0.458333333333333,0.277777777777778,0.222222222222222,0.430555555555556,0.0694444444444444,4.69036961551999,0.866597724115465,0.558836361341728,0.349957339091421,784.611111111111,282460
91,105,-0.33333333333333,0.499444444444444,0.177777777777778,0.316666666666667,0.336111111111111,0.169444444444444,8.75131112614602,0.663099552909669,0.889005671252933,1.00417413110335,352.066666666667,126744
125,57,2.66666666666666,0.298333333333333,0.691666666666667,0.194444444444444,0.0444444444444444,0.0694444444444444,4.11651469198701,0.0411557194196919,0.000375180583537496,1.28199183884474,1537.84166666667,553623
130,52,2,0.314444444444445,0.552777777777778,0.358333333333333,0.0527777777777778,0.0361111111111111,3.85622335634221,0.0560606866382677,0.00173012692712129,1.41261797218102,427.469444444444,153889
98,107,2.16666666666666,0.495555555555556,0.297222222222222,0.211111111111111,0.208333333333333,0.283333333333333,2.90140969544482,0.989263324578157,0.797386908545152,0.813463858519018,349.175,125703
107,95,4,0.468333333333333,0.322222222222222,0.225,0.241666666666667,0.211111111111111,9.64478826925582,0.909718081319975,0.992661736593408,-1.66823534882346,340.886111111111,122719
140,96,2.66666666666667,0.447777777777778,0.244444444444444,0.461111111111111,0.105555555555556,0.188888888888889,9.79159970457765,0.283416092291455,0.572988377467385,2.13221812142872,578.047222222222,208097
123,105,2.16666666666667,0.45,0.375,0.175,0.275,0.175,2.61686570424764,0.456407588998487,0.807385521853793,0.254560837957178,1292.73888888889,465386
117,81,3.5,0.404444444444444,0.463888888888889,0.194444444444444,0.197222222222222,0.144444444444444,5.0940133500677,0.0119749641831158,0.0133712343426141,0.100951538552326,301.694444444444,108610
116,104,5.5,0.496666666666667,0.25,0.280555555555556,0.205555555555556,0.263888888888889,5.63951717837099,0.421695020274589,0.713960785688359,0.535083701309502,924.713888888889,332897
125,103,3,0.48,0.191666666666667,0.288888888888889,0.447222222222222,0.0722222222222222,6.05479835761408,0.62781567257556,0.648847701518837,1.90672279506168,227.180555555556,81785
114,114,3,0.505555555555556,0.255555555555556,0.169444444444444,0.366666666666667,0.208333333333333,3.9570977222296,0.978870711552046,0.941984220159313,0.734316073545649,833.302777777778,299989
102,100,4.16666666666666,0.521111111111111,0.222222222222222,0.172222222222222,0.383333333333333,0.222222222222222,6.60147140662094,0.905800159790049,0.979603708167985,-1.11565366663676,686.069444444444,246985
133,98,4.33333333333333,0.461666666666667,0.386111111111111,0.202777777777778,0.127777777777778,0.283333333333333,8.22672556831138,0.464142880330192,0.788721239280478,2.13681693623162,533.019444444444,191887
97,145,2.66666666666667,0.601666666666667,0.175,0.186111111111111,0.0944444444444444,0.544444444444444,8.94236366244441,0.4409391609373,0.734695024094964,2.2532162470381,784.269444444444,282337
137,80,2,0.366666666666667,0.327777777777778,0.552777777777778,0.0777777777777778,0.0416666666666667,2.61430803578194,0.127403199590242,0.0239089945529828,2.21649952495728,182.1,65556
94,135,3,0.578333333333333,0.138888888888889,0.186111111111111,0.319444444444444,0.355555555555556,7.18405383213275,0.803937594632285,0.967456871590935,1.34411750458666,179.311111111111,64552
128,77,4.16666666666667,0.4,0.466666666666667,0.211111111111111,0.177777777777778,0.144444444444444,6.50224986120616,0.840366397220698,0.801130048958736,2.16411398327017,656.533333333333,236352
92,67,6,0.381111111111111,0.463888888888889,0.238888888888889,0.225,0.0722222222222222,4.49260825585126,0.00904932531755483,0.00368727943047403,2.19135730358177,527.947222222222,190061
94,97,5.66666666666667,0.509444444444444,0.25,0.252777777777778,0.197222222222222,0.3,4.30341829849379,0.0509635313602939,0.137908578289292,0.195124175194282,526.655555555556,189596
135,103,2,0.485555555555556,0.363888888888889,0.113888888888889,0.252777777777778,0.269444444444444,7.07565656839292,0.262389868095305,0.592841292185414,1.2810209451285,344.844444444444,124144
77,115,0.666666666666665,0.534444444444444,0.177777777777778,0.219444444444444,0.355555555555556,0.247222222222222,2.04428175381544,0.414852555141222,0.793720149382715,0.672893817231442,282.633333333333,101748
42,132,1.66666666666667,0.772777777777778,0.025,0.0194444444444444,0.0222222222222222,0.933333333333333,10.271871881197,0.0363843352576434,0.00155941368299199,0.585889213483745,865.791666666667,311685
122,115,3,0.517777777777778,0.191666666666667,0.236111111111111,0.363888888888889,0.208333333333333,8.99058469081708,0.631507063294047,0.787710561274536,0.969045023853801,211.183333333333,76026
135,71,1,0.395,0.411111111111111,0.316666666666667,0.158333333333333,0.113888888888889,6.19003832861087,0.696831112650404,0.814029961011836,3.12685168986494,525.780555555556,189281
100,117,1.16666666666667,0.525555555555556,0.202777777777778,0.263888888888889,0.236111111111111,0.297222222222222,8.39369801147378,0.32419099146241,0.600958183926046,0.951305649008529,764.594444444444,275254
98,104,5,0.480555555555556,0.308333333333333,0.213888888888889,0.244444444444444,0.233333333333333,4.15451890958161,0.969426645010682,0.870920320708347,0.614970814119913,286.491666666667,103137
93,128,1.66666666666667,0.602222222222222,0.119444444444444,0.169444444444444,0.291666666666667,0.419444444444444,4.79158349844057,0.4493787101964,0.810871073210242,1.24857280290248,1042.25,375210
104,94,1.16666666666667,0.492777777777778,0.183333333333333,0.394444444444444,0.197222222222222,0.225,3.16221227941291,0.182147759749051,0.526698137160981,0.443197341354992,512.205555555556,184394
115,95,3.83333333333333,0.470555555555556,0.258333333333333,0.305555555555556,0.261111111111111,0.175,5.33711837396598,0.905402017785499,0.9639258996309,-0.819277625193995,631,227160
108,100,3,0.508888888888889,0.216666666666667,0.263888888888889,0.277777777777778,0.241666666666667,6.67925136543463,0.137017971823038,0.969429582921073,1.36661431064567,188.577777777778,67888
126,79,2.83333333333333,0.457222222222222,0.333333333333333,0.172222222222222,0.369444444444444,0.125,2.63777509807187,0.973926454005978,0.772271459972103,1.83671758605413,367.45,132282
97,130,5.5,0.53,0.197222222222222,0.236111111111111,0.286111111111111,0.280555555555556,4.38946056465564,0.985934376439126,0.951084985341688,-0.207513145734172,1170.89444444444,421522
91,111,1.5,0.507222222222222,0.319444444444444,0.197222222222222,0.111111111111111,0.372222222222222,6.89769918578642,0.579828701078187,0.691942858368459,1.72489872098106,305.425,109953
111,111,5.66666666666667,0.48,0.333333333333333,0.172222222222222,0.255555555555556,0.238888888888889,7.33474678354379,0.74471270264586,0.992975283145935,-0.911773754528003,597.788888888889,215204
100,146,3,0.573888888888889,0.0944444444444444,0.258333333333333,0.330555555555556,0.316666666666667,15.3111603436663,0.24699422239066,0.644036076934502,0.677340091434901,379.272222222222,136538
111,94,2,0.445555555555556,0.319444444444444,0.208333333333333,0.397222222222222,0.075,8.14757993890003,0.508528161353116,0.683516993209057,1.40285180756052,557.605555555556,200738
136,97,2.16666666666667,0.441111111111111,0.263888888888889,0.369444444444444,0.263888888888889,0.102777777777778,8.27613599055196,0.257601541579811,0.675165851164341,2.036747724169,405.094444444444,145834
94,105,3.33333333333333,0.536666666666667,0.216666666666667,0.263888888888889,0.138888888888889,0.380555555555556,7.75651758407081,0.488271180114979,0.730601165430177,2.58394243293956,760.119444444444,273643
109,102,0,0.508333333333333,0.288888888888889,0.188888888888889,0.213888888888889,0.308333333333333,6.07925812218041,0.986601291874523,0.996255194704723,-0.791604632512474,315.236111111111,113485
119,124,4,0.498333333333333,0.372222222222222,0.144444444444444,0.102777777777778,0.380555555555556,3.09565565542131,0.519961194224021,0.789531720920922,1.30065903208656,177.788888888889,64004
114,116,0.833333333333335,0.476666666666667,0.3,0.241666666666667,0.233333333333333,0.225,4.3750353420447,0.827786866428704,0.926233230246072,0.210859864690026,357.627777777778,128746
108,109,1.33333333333333,0.502222222222222,0.244444444444444,0.269444444444444,0.216666666666667,0.269444444444444,2.48158188437721,0.987742816688075,0.982695887115768,0.927059190736777,611.002777777778,219961
138,77,5.5,0.401111111111111,0.419444444444444,0.266666666666667,0.202777777777778,0.111111111111111,3.72064095681873,0.00820745426967066,0.0367103976368504,2.9971456309649,670.725,241461
92,121,2.66666666666667,0.512777777777778,0.197222222222222,0.319444444444444,0.205555555555556,0.277777777777778,3.60482252011258,0.639607012092045,0.780619510131387,2.08531417971869,781.105555555556,281198
139,86,-0.333333333333335,0.427777777777778,0.305555555555556,0.377777777777778,0.188888888888889,0.127777777777778,2.89657285380047,0.583605140539159,0.557159640060487,0.649071725904223,635.294444444444,228706
98,100,3.83333333333333,0.527222222222222,0.25,0.161111111111111,0.291666666666667,0.297222222222222,10.0522857404928,0.814451524143875,0.793560611733847,1.56862202022748,486.133333333333,175008
114,105,4.33333333333333,0.513333333333333,0.238888888888889,0.191666666666667,0.333333333333333,0.236111111111111,8.21274894534238,0.881209124612363,0.995545548489218,-0.0742535043455485,548.816666666667,197574
115,92,4.33333333333333,0.43,0.333333333333333,0.288888888888889,0.272222222222222,0.105555555555556,6.46421355378462,0.649022874531254,0.787366527346753,2.35584679881525,467.666666666667,168360
104,93,5.16666666666667,0.526666666666667,0.169444444444444,0.297222222222222,0.263888888888889,0.269444444444444,13.4710910592491,0.357754196048309,0.797606669033176,1.11331963639689,992.430555555556,357275
74,131,2,0.584444444444444,0.0444444444444444,0.163888888888889,0.616666666666667,0.175,6.92501507793401,0.657716402299553,0.863311411391405,2.53086360846998,633.269444444444,227977
77,123,3.66666666666667,0.572777777777778,0.180555555555556,0.186111111111111,0.222222222222222,0.411111111111111,13.0458606911627,0.277609535133421,0.744128241866526,0.924797510460743,962.430555555556,346475
112,107,1.83333333333333,0.496666666666667,0.244444444444444,0.202777777777778,0.377777777777778,0.175,7.07414849060312,0.989395324781524,0.986144588088582,-1.73236168643824,3586.85,1291266
90,118,5,0.563888888888889,0.230555555555556,0.102777777777778,0.283333333333333,0.383333333333333,3.81667667327363,0.185073434563595,0.729192016865942,2.51966155518126,1825.425,657153
98,105,5,0.507222222222222,0.247222222222222,0.236111111111111,0.25,0.266666666666667,6.00654273811676,0.940649053123949,0.808578124621422,0.45295883375314,1174.07777777778,422668
124,84,3.5,0.503333333333333,0.125,0.413888888888889,0.280555555555556,0.180555555555556,10.1418059345554,0.317797837373372,0.673855205249128,2.17175358806128,350.858333333333,126309
143,90,1,0.41,0.497222222222222,0.0361111111111111,0.386111111111111,0.0805555555555556,10.2047948947462,0.500983006148586,0.600443456324827,1.80435583825035,623.677777777778,224524
89,116,4.83333333333333,0.548333333333333,0.2,0.152777777777778,0.352777777777778,0.294444444444444,2.00552525482979,0.608714492959295,0.59798946571951,1.05248837557323,373.619444444444,134503
105,111,3.66666666666667,0.465555555555556,0.3,0.225,0.322222222222222,0.152777777777778,8.0437291598648,0.952154228846218,0.817106321389955,0.97534930418874,547.375,197055
79,97,1.16666666666667,0.577222222222222,0.144444444444444,0.247222222222222,0.186111111111111,0.422222222222222,6.99000132597754,0.00635361662878371,0.000653153049919557,0.374549971505924,150.305555555556,54110
119,102,5.33333333333333,0.480555555555556,0.358333333333333,0.163888888888889,0.194444444444444,0.283333333333333,5.46577798018278,0.25274469741945,0.534656913807495,2.02991040676575,265.425,95553
129,56,3.33333333333333,0.3,0.547222222222222,0.408333333333333,0.0416666666666667,0.00277777777777778,2.41384396603769,0.157900872796226,0.00512917632805909,2.46154847713084,676.613888888889,243581
97,153,1.16666666666667,0.569444444444444,0.144444444444444,0.227777777777778,0.263888888888889,0.363888888888889,4.0138413972977,0.506028632318092,0.715579436684093,1.05381524651198,819.688888888889,295088
122,105,1,0.483333333333333,0.194444444444444,0.338888888888889,0.322222222222222,0.144444444444444,11.6171697019813,0.475728879700325,0.543685951775659,1.52311048517343,547.822222222222,197216
111,100,5.83333333333333,0.500555555555556,0.233333333333333,0.283333333333333,0.230555555555556,0.252777777777778,2.82039606078388,0.869401730126321,0.975053756909328,1.09598846725602,795.772222222222,286478
147,34,1.5,0.231111111111111,0.925,0.0305555555555556,0.00833333333333333,0.0361111111111111,5.44723343162467,0.0543337940450615,0.000204507833364587,-0.0271887045457,1214.80277777778,437329
152,86,2.33333333333333,0.387222222222222,0.475,0.236111111111111,0.166666666666667,0.122222222222222,8.39467405212804,0.287948321284369,0.549319325658471,2.45057346582852,615.255555555556,221492
93,128,2.66666666666666,0.593888888888889,0.0777777777777778,0.386111111111111,0.025,0.511111111111111,9.73918248915951,0.644236299434245,0.340875960923005,0.945368745587944,438.752777777778,157951
88,93,3,0.495555555555556,0.255555555555556,0.269444444444444,0.216666666666667,0.258333333333333,3.59869360588545,0.000552396761716551,0.537406939425025,0.65186691979554,776.352777777778,279487
129,78,3.5,0.425,0.302777777777778,0.394444444444444,0.177777777777778,0.125,1.82272629405137,0.976998599926689,0.608003117263545,2.36936303392952,642.197222222222,231191
113,121,3,0.487777777777778,0.325,0.152777777777778,0.280555555555556,0.241666666666667,5.93061112638095,0.949877219464547,0.881610145439768,-0.496381840489383,319.763888888889,115115
124,88,2.66666666666667,0.438888888888889,0.380555555555556,0.233333333333333,0.197222222222222,0.188888888888889,5.68115184311746,0.347476870784374,0.959964834202964,0.528526785800484,447.208333333333,160995
97,113,6,0.539444444444445,0.205555555555556,0.2,0.286111111111111,0.308333333333333,11.0707148744297,0.439281213429861,0.68208622466618,1.61113992958352,455.713888888889,164057
124,79,5,0.365555555555556,0.552777777777778,0.180555555555556,0.152777777777778,0.113888888888889,3.54385420308391,0.0106603080716461,0.0151436464667586,1.83815904448759,645.327777777778,232318
