subID,condition,payout,it,lr,sticky,rt_mean,rt_tot
00071968,bomb,96,8.46746699370445,0.026677992001721,1.28220573261646,290.219444444444,104479
00314237,gems,140,8.02662240837055,0.638537354702253,1.3214150556706,220.080555555556,79229
00426757,gems,93,4.10134366913341,0.516698764134697,0.567124305071923,173.208333333333,62355
00650670,gems,102,4.38776025050414,0.71845916352219,0.132744212444095,291.797222222222,105047
01041719,bomb,96,7.96569400030054,0.411327689715685,1.09073878192729,107.141666666667,38571
01435725,bomb,83,1.72478776306357,0.738697987119411,1.92343741276241,1254.95555555556,451784
01978017,bomb,131,2.63208968050575,0.547431293182546,2.56929745245888,504.991666666667,181797
02377049,bomb,117,4.53960733499728,0.984992587022271,-0.0464781835350067,409.719444444444,147499
02897101,bomb,86,5.01144161159343,0.605233196181975,-0.0469822739218832,282.533333333333,101712
03225022,gems,118,5.33339739986243,0.373048023149232,1.01742271670797,151.797222222222,54647
03730883,gems,126,4.22565615980203,0.85484808890478,0.187993899971821,131.344444444444,47284
03945152,gems,99,7.7459542827695,0.541935805663548,2.58426171282865,603.4,217224
04300818,bomb,122,4.77322055401137,0.463918441964484,1.48622775874391,1969.4,708984
05070743,bomb,99,5.4811130593951,0.788687760725152,-0.949510873545718,480.463888888889,172967
06048030,bomb,89,3.5971283866109,0.000256253635566134,0.532873425727392,1122.21944444444,403999
06418799,gems,101,4.72669786411769,0.402715861764189,1.76416950633884,874.719444444444,314899
07088941,gems,97,7.06224981092466,0.541046750147829,1.65400185875857,210.069444444444,75625
07447254,gems,110,7.33710640435067,0.847115056757038,-0.100230436752335,142.055555555556,51140
07664704,bomb,101,9.0963014159605,0.502278549002006,1.1561405552644,200.969444444444,72349
08369566,gems,96,3.01302278560058,0.0829932048954896,0.664669751511585,167.313888888889,60233
09041851,bomb,93,10.4217858345393,0.993223731406953,-3.6204138863728,290.552777777778,104599
09478422,gems,94,6.17985851994383,0.350343898765924,2.40062697660548,297.85,107226
09552829,bomb,98,6.57598501623421,0.665701119804296,-1.2708931450195,313.172222222222,112742
09911370,bomb,105,9.95083674569424,0.533729707314746,-0.8817930509035,206.988888888889,74516
11201798,gems,126,6.22975445584049,0.455253341439776,1.34383691641532,161.847222222222,58265
11300659,bomb,93,7.00318392200178,0.489145336795774,0.105756553187908,335.591666666667,120813
11305084,gems,104,6.50274695994106,0.570062534302254,2.22264317477079,362.175,130383
11334842,gems,83,3.88257168941179,0.00761870635427784,0.25610422446499,604.861111111111,217750
11412846,bomb,95,2.28143972995011,0.737700405584311,1.17126877601244,158.825,57177
11824381,bomb,101,6.03199875318043,0.127429829978445,0.744677483437065,1958.28888888889,704984
13550396,gems,107,10.0440508606733,0.537337884485485,0.125971418026288,162.525,58509
13910690,bomb,133,4.85889071703698,0.402727795340438,1.66036156914407,508.816666666667,183174
14077287,gems,91,2.84543371640262,0.977971568551884,1.10210797150657,271.455555555556,97724
14314790,gems,108,0.915883367234978,0.771505180292365,1.16895422993809,782.716666666667,281778
14743126,bomb,111,6.59134800955715,0.334799970894725,2.07454589764835,321.958333333333,115905
15372419,bomb,102,8.46433714811979,0.511947377282856,2.35982162009711,147.191666666667,52989
17533608,gems,107,4.0995161531722,0.489636155198859,1.86822091320282,510.697222222222,183851
19275182,bomb,101,10.083578305031,0.395768263159615,0.772598643373361,185.038888888889,66614
19314504,gems,110,3.95513196406446,0.593051949075316,0.974111406579751,301.805555555556,108650
20098390,gems,82,12.0660966711852,0.550966440445207,2.69219317015784,492.405555555556,177266
20974596,gems,119,5.16517314215047,0.220973072980447,2.12581504926898,903.147222222222,325133
21382061,gems,107,7.15355734601924,0.459018805618399,2.27796405502289,206.75,74430
22308927,bomb,108,5.87601059030225,0.673966637831339,2.3431700506987,201.333333333333,72480
22318379,bomb,111,7.87080269658284,0.218577277307077,2.99783779557961,210.141666666667,75651
22634985,bomb,95,7.15873249552988,0.648963208239142,0.0216731561683076,440.608333333333,158619
22962714,bomb,104,4.8241778228717,0.701768789596004,0.474891240544471,214.494444444444,77218
23435061,bomb,87,4.48781336284276,0.50276858419109,1.21755261422898,110.730555555556,39863
23908672,gems,110,11.5269676434206,0.779010036074157,1.43118102402328,196.358333333333,70689
24379397,bomb,94,5.25933694643407,0.587468775832245,1.97597266110055,211.108333333333,75999
25114720,gems,97,9.57129493383565,0.635636324064069,1.45489139829465,187.222222222222,67400
25333270,bomb,97,2.0599136689991,0.713378243193613,0.83358686864472,434.819444444444,156535
25746364,gems,104,8.01164070099784,0.590908515859667,0.130140824468711,249.513888888889,89825
26135516,bomb,98,16.0528051481617,0.798469666045556,1.36016684017073,271.747222222222,97829
26459420,gems,89,5.00136596656964,0.0172050933646273,0.68718683478264,555.611111111111,200020
26847126,gems,91,4.64671355655426,0.835354695192208,1.38933377427354,456.438888888889,164318
27450649,gems,109,6.95948431491733,0.367671103588663,-0.0914774520570279,106.708333333333,38415
28138847,bomb,104,0.713058419877933,0.887828528426051,-2.64232433831246,282.538888888889,101714
28236253,bomb,150,10.2900441893671,0.521923688177124,2.42642223822912,147.144444444444,52972
29252767,bomb,108,4.20766282886754,0.374091198106003,2.31998170128254,267.994444444444,96478
29289683,gems,106,11.8477761689264,0.402677363861164,2.55011344744469,222.191666666667,79989
29436821,bomb,91,2.97326296519411,0.659748913745974,-0.352881018566312,1036.05,372978
29474262,bomb,77,7.34543645393058,0.736630090753213,2.2015895777262,371.383333333333,133698
29655236,bomb,114,2.72214191562333,0.0480615722134322,-0.0993506753029641,1163.41944444444,418831
30903306,bomb,108,6.65416865991951,0.421198629249089,1.18233164041359,513.916666666667,185010
31104900,bomb,123,5.83531576925393,0.534630674114622,1.21913318493476,493.875,177795
32166633,gems,116,4.03723688346792,0.747795181679085,0.825812105838938,145.147222222222,52253
32381339,bomb,107,3.32839993600265,0.512142005399799,0.0349188908435459,221.691666666667,79809
32899703,gems,121,4.18113189842126,0.345997805406131,1.72332905925735,223.752777777778,80551
33274456,bomb,102,9.05558996513507,0.4894807625527,1.92843699480232,178.35,64206
33588815,bomb,102,12.4681594328915,0.75265922844803,1.5354681000221,286.077777777778,102988
33995153,gems,109,7.6177252485176,0.797300438308598,1.41346371221035,199.016666666667,71646
34313623,gems,138,8.91942054752873,0.564935379294906,1.1049744159846,344.597222222222,124055
34320404,gems,72,3.08465187401325,0.885334397556288,-0.413075392795716,194.355555555556,69968
34341121,gems,92,6.40170377245052,0.992039203541359,-2.21567444773389,1740.29722222222,626507
34603274,gems,87,17.3618555382989,0.00492587615378775,0.303260799528928,466.172222222222,167822
35560085,bomb,100,12.9498338800711,0.724472855515605,-0.30503453912194,226.783333333333,81642
35921505,bomb,111,3.20521962838383,0.401723735683274,1.78984429765326,279.422222222222,100592
36092053,bomb,102,6.40410114250026,0.924542331129061,1.52361970782788,145.433333333333,52356
36488502,bomb,123,3.70227767835119,0.677313274111872,1.41844649755273,277.666666666667,99960
36591335,gems,148,14.2037188783869,0.818905327128908,1.17194036715342,298.455555555556,107444
36973134,gems,110,14.4297135114968,0.699050881098736,-0.54727561462671,245.758333333333,88473
37620794,gems,77,8.36122387806734,0.519426147614708,0.321620270339018,164.905555555556,59366
37629236,gems,138,8.09890426704508,0.843861726340228,0.518404435790889,198.408333333333,71427
37819703,gems,77,4.80242796264269,0.561555071676595,0.274741071956399,197.113888888889,70961
38322251,bomb,108,2.15919949905594,0.99711131488115,-0.351108411773131,1308.50555555556,471062
38387013,gems,119,7.52497545103579,0.440579426282502,1.07512694318197,255.225,91881
