subID,condition,payout,it,lr,sticky,rt_mean,rt_tot
38713154,gems,109,12.7094542584405,0.669467109482796,1.21515857439649,237.369444444444,85453
38832790,bomb,116,8.90523523321082,0.391672867520002,0.714977019041659,1840.25,662490
38881074,gems,95,1.93268345170442,0.629910167341668,1.14732892946448,2441.18333333333,878826
40288934,bomb,117,5.88033266339828,0.694672702216711,3.09227983818453,161.836111111111,58261
41012464,gems,140,2.96616248723247,0.66165690068854,-0.191498088275268,322.158333333333,115977
41112758,gems,94,5.36374013569746,0.823594417115391,-0.314822439780316,118.858333333333,42789
41125804,gems,130,8.45183734842958,0.146864646663729,2.08334039425547,201.455555555556,72524
41497656,bomb,119,8.2413280014564,0.36600376376305,0.978960541641863,280.175,100863
41708129,gems,111,4.30453786050963,0.366633643044452,2.29247938207185,201.138888888889,72410
43361455,gems,119,6.03542076529986,0.588802516877432,1.06794018279344,1133.67222222222,408122
43416119,bomb,97,12.8147254532157,0.413492350960347,1.45410293679184,189.091666666667,68073
44187270,gems,108,13.9503568324538,0.49720208342267,2.31547670986082,126.397222222222,45503
46133396,gems,95,9.31316511519366,0.729015488048141,0.431694536293086,117.1,42156
46449422,bomb,127,9.28775366745965,0.641457493557014,0.95170191791661,116.227777777778,41842
46860864,gems,85,1.92109740100633,0.349959269543849,3.78944445021859,194.197222222222,69911
46885927,bomb,98,3.78525835823466,0.994448099504715,0.869180057471824,294.191666666667,105909
47416492,gems,122,1.95224459022303,0.500488430457278,1.56882878785947,348.641666666667,125511
47608206,gems,105,2.41453915727045,0.728769797097544,-1.44817659818666,204.605555555556,73658
48094241,gems,82,2.2035631013079,0.0410108130986215,-0.224774815514863,69.7972222222222,25127
48840717,gems,105,9.90826606099613,0.99302485765484,-2.9519727857245,165.447222222222,59561
49266897,bomb,110,5.52449446194964,0.971848375561579,0.25998982448958,211.575,76167
50425630,bomb,108,3.95845383967798,0.559843666822511,1.47321870898903,150.102777777778,54037
50835917,gems,107,8.83340109610681,0.91417562879331,-0.95063680332973,208.972222222222,75230
50962972,bomb,99,3.32808050793388,0.908545563126265,0.506223072765896,390.027777777778,140410
50985080,gems,112,4.0004142476084,0.769000509530349,0.0599531806888868,192.044444444444,69136
52415738,bomb,104,5.82204616343676,0.875803309958308,-0.146127165930449,276.433333333333,99516
53290421,bomb,107,8.96406556173005,0.338462196558697,0.495019597384543,200.013888888889,72005
53753834,gems,126,8.90436795749512,0.6932573500926,0.611672203232929,146.763888888889,52835
54250555,bomb,97,1.29982651192247,0.03715218256962,0.270206253812726,79.9722222222222,28790
55470309,bomb,97,3.60852564332595,0.767449090581068,0.679536721166015,242.725,87381
55646196,bomb,125,4.33484674419104,0.613414215283561,2.3355471682731,361.666666666667,130200
55768395,bomb,98,4.90926550518516,0.69769141548735,2.01148962874909,227.4,81864
55884371,gems,118,6.77152280652748,0.61680396339807,1.2088617873588,252.016666666667,90726
55945880,bomb,116,6.20592219286814,0.974570137399614,-1.67956164705152,314.772222222222,113318
55990867,bomb,92,15.8063904311079,0.640847885697657,0.915150948103694,260.413888888889,93749
56336629,bomb,106,4.04630246977617,0.58167115666733,-0.0489335517247805,2836.39444444444,1021102
56402439,bomb,99,9.97196740255963,0.84360320237772,-0.056256846048519,200.552777777778,72199
56780363,bomb,93,12.3082773079678,0.608558809568081,0.838781240006011,214.111111111111,77080
57325242,bomb,103,5.85819887852184,0.458063925206161,1.34666831170964,460.188888888889,165668
59717726,gems,96,7.58317261758,0.753054616379292,1.78819467957765,246.705555555556,88814
60040703,gems,121,6.56041097321019,0.404742407893783,1.99865614578051,1076.125,387405
60255104,bomb,116,5.49647357709626,0.386686129321858,1.75952591880487,157.688888888889,56768
60875484,gems,106,6.16159901677086,0.518828713067194,1.73963840882604,167.777777777778,60400
61072685,gems,89,9.53603394581752,0.0174669160599979,0.335646098728342,253.772222222222,91358
61354225,bomb,107,4.65856145743714,0.573990224655482,3.13563398710267,887.175,319383
61894794,gems,93,5.17664159694381,0.795113462650617,2.13276274440669,150.005555555556,54002
62208871,gems,99,7.89420832640381,0.801982698954248,1.13608526802489,477.494444444444,171898
62553348,gems,87,4.56110742774728,0.612609095596563,1.95934090431627,158.1,56916
62873128,gems,93,10.5010002609321,0.0159999063694118,0.103931397953458,220.788888888889,79484
63299577,bomb,91,5.63865280669021,0.477839840355545,1.46192495693523,460.272222222222,165698
63330587,gems,107,6.48909021946587,0.607178147000641,1.22074665462554,301.538888888889,108554
64294845,bomb,109,16.7011092389683,0.821422609921974,0.92328245870426,115.383333333333,41538
64578212,bomb,118,4.84333023350994,0.401936942190857,-0.711112351661617,308.433333333333,111036
65652892,bomb,137,8.50645587355091,0.616217220835962,0.938995124769172,432.091666666667,155553
66144748,gems,109,8.06291297200687,0.503355315614228,0.575616659944817,224.411111111111,80788
66610103,bomb,89,4.08405549353858,0.75790991428081,0.911153294203266,580.519444444444,208987
67760215,bomb,84,2.6568993284611,0.491166250894847,-0.151102804496208,207.327777777778,74638
68401504,bomb,112,7.77173487171079,0.641451115147465,1.94967631213352,384.405555555556,138386
68735735,bomb,89,1.87174470481822,0.649360336264582,0.946792752065236,329.705555555556,118694
69459469,bomb,81,5.84133112449325,0.990934126674596,-1.49188927212956,228.888888888889,82400
69950158,bomb,89,2.09573253476828,0.897630190768841,0.78369523747505,960.063888888889,345623
70143722,bomb,110,7.73439969931587,0.892612997524835,0.812953145732628,554.580555555556,199649
70327817,gems,109,7.78153557892399,0.631741595110634,0.929241035854698,420.925,151533
71391529,gems,94,10.9782076102009,0.0103494396998117,0.820748686637103,727.286111111111,261823
72314732,gems,108,7.45604217181971,0.477223057022235,1.69504683586793,273.025,98289
73281822,gems,134,9.93213673417872,0.445819931151178,0.910831096071276,197.233333333333,71004
73356725,gems,100,7.23064234894404,0.587283451644504,2.10321095185855,247.722222222222,89180
73410587,gems,99,10.6343207299744,0.758993480856466,-0.753926264701901,161.741666666667,58227
73803243,gems,102,8.05108348601264,0.482554508241037,1.80525352720792,168.708333333333,60735
75358047,bomb,92,4.16773601072252,0.985680754045426,-0.140725581290741,277.197222222222,99791
75464013,gems,96,5.22465583651131,0.293593272853968,2.66572743000845,224.175,80703
75889933,bomb,84,6.03739369436737,0.623242154665631,-0.234317282950712,166.694444444444,60010
75970112,bomb,97,8.36401578270164,0.597041206242904,2.0856070121151,213.838888888889,76982
76694274,bomb,94,5.29099575356255,0.539021633294257,2.48836197861406,828.627777777778,298306
77182599,bomb,84,4.24477099991758,0.0169049979634865,-0.582478291126822,637.422222222222,229472
78194650,bomb,107,3.54314672403312,0.755579691877638,1.50699017637579,179.825,64737
78371250,bomb,116,18.0743664529354,0.645465181026877,1.1082116739704,150.191666666667,54069
78802959,gems,86,1.09477596539032,0.969599102072781,0.745895898799861,906.136111111111,326209
79270934,bomb,117,5.31215588403971,0.257806784752018,0.925939102602643,757.180555555556,272585
79886005,bomb,73,3.04522515591458,0.728493699328759,0.378964879397819,299.186111111111,107707
81254436,gems,121,10.4651202045073,0.674137580491225,-0.201817798196204,167.044444444444,60136
81424181,gems,101,6.02171479108717,0.944912270653742,-0.834008897013313,365.983333333333,131754
82111764,bomb,85,14.6681211380377,0.726263878021848,1.29135805803571,183.316666666667,65994
83071271,bomb,86,6.1965009398973,0.608664125782576,0.920324611442038,145.872222222222,52514
83747052,bomb,99,10.2614127732975,0.658389083164299,1.25729445131945,153.083333333333,55110
85163684,bomb,102,5.84782751874695,0.556371735278942,1.93643710119944,115.205555555556,41474
85315080,gems,105,11.0899858667012,0.574711056656068,0.953250817624041,183.902777777778,66205
85432434,gems,116,13.6139553900762,0.716632166576847,1.30336696792852,133.472222222222,48050
85496804,gems,108,9.99870181010213,0.590237668016018,1.81906942177604,264.575,95247
85662546,bomb,138,5.88343818323173,0.618169639151663,2.18101419993219,189.297222222222,68147
85978299,gems,89,3.73248133043871,0.373593453686198,0.649355537912424,196.825,70857
86236167,gems,136,4.99305229806206,0.838709046951869,0.106773305069216,224.358333333333,80769
88089909,gems,133,6.84579557429884,0.344535641717925,1.37388778376105,228.172222222222,82142
88158401,gems,104,2.2906965265819,0.781148463864562,2.26589017995192,343.708333333333,123735
88377512,bomb,96,8.2535401077335,0.363264782019803,2.85213603163564,607.766666666667,218796
89549857,gems,107,4.30601518191017,0.665206882299237,0.932279486816482,127.413888888889,45869
90200205,bomb,122,7.70500604387342,0.740341883556565,2.00120539546844,164.213888888889,59117
90502714,bomb,93,3.42129475405878,0.343915470560956,3.00618233328445,345.144444444444,124252
90686500,gems,80,1.19654798814898,0.979128218637518,-0.326581914790605,743.411111111111,267628
90829758,bomb,104,1.26420747946441,0.797179229960593,1.50765144416295,3169.88055555556,1141157
92272970,bomb,129,8.27358099870683,0.612418968901642,2.18471155043141,174.875,62955
92465855,bomb,70,3.59744723337577,0.000553523447097393,3.49528563697231,359.022222222222,129248
92952111,gems,104,5.27277042819901,0.671228241454049,2.08610953966564,183.847222222222,66185
93093400,gems,103,5.44061892625624,0.583550157814552,1.72598815598821,331.425,119313
93203163,gems,140,7.87631901279548,0.704248355963699,1.29212241533902,168.602777777778,60697
93577392,gems,100,2.60689501627561,0.580637994113282,0.145001672274824,411.491666666667,148137
94038596,gems,119,7.50301595431049,0.257623312090973,1.78056942519485,597.586111111111,215131
94247567,gems,107,6.39038423297669,0.253772166164453,2.72331147634461,149.102777777778,53677
94580299,gems,132,7.53195287475725,0.814102219155813,1.18227830321142,228.447222222222,82241
94710788,gems,124,8.17891333599028,0.430911557292621,0.394334223574932,615.105555555556,221438
95138080,gems,103,7.36680863063769,0.557407751189436,0.672561659513406,139.483333333333,50214
96045467,bomb,107,8.90610053362064,0.780854250293715,1.50944469755419,480.769444444444,173077
96047174,bomb,99,7.10407086061404,0.607996943216218,2.39973740761769,225.297222222222,81107
96529321,bomb,85,8.21978861812851,0.00678136169839257,-0.282650996830247,2563.91111111111,923008
96664144,bomb,133,5.1896110914858,0.55223353068811,1.65829039370344,171.880555555556,61877
97087123,gems,103,2.78747382718887,0.830817743927031,0.240494332291676,178.922222222222,64412
97971136,gems,110,11.0948058444516,0.536390506568078,0.40244473480905,137.986111111111,49675
98280017,gems,100,2.99131584488673,0.688912402622135,0.321195266212519,266.272222222222,95858
98788510,bomb,148,5.80835251317035,0.993895987173007,1.98159158073227,349.366666666667,125772
99493690,gems,90,3.98607507536627,0.385821631431924,1.93246963961529,162.158333333333,58377
99588775,gems,117,0.606763790504753,0.911153039475961,-0.206116089643015,1354.52777777778,487630
99756179,gems,110,7.68807690204855,0.145912812670377,0.286210670073715,201.377777777778,72496
