subID,condition,payout,it,lr,sticky
00071968,bomb,96,8.46746699370445,0.026677992001721,1.28220573261646
00314237,gems,140,8.02662240837055,0.638537354702253,1.3214150556706
00426757,gems,93,4.10134366913341,0.516698764134697,0.567124305071923
00650670,gems,102,4.38776025050414,0.71845916352219,0.132744212444095
01041719,bomb,96,7.96569400030054,0.411327689715685,1.09073878192729
01435725,bomb,83,1.72478776306357,0.738697987119411,1.92343741276241
01978017,bomb,131,2.63208968050575,0.547431293182546,2.56929745245888
02377049,bomb,117,4.53960733499728,0.984992587022271,-0.0464781835350067
02897101,bomb,86,5.01144161159343,0.605233196181975,-0.0469822739218832
03225022,gems,118,5.33339739986243,0.373048023149232,1.01742271670797
03730883,gems,126,4.22565615980203,0.85484808890478,0.187993899971821
03945152,gems,99,7.7459542827695,0.541935805663548,2.58426171282865
04300818,bomb,122,4.77322055401137,0.463918441964484,1.48622775874391
05070743,bomb,99,5.4811130593951,0.788687760725152,-0.949510873545718
06048030,bomb,89,3.5971283866109,0.000256253635566134,0.532873425727392
06418799,gems,101,4.72669786411769,0.402715861764189,1.76416950633884
07088941,gems,97,7.06224981092466,0.541046750147829,1.65400185875857
07447254,gems,110,7.33710640435067,0.847115056757038,-0.100230436752335
07664704,bomb,101,9.0963014159605,0.502278549002006,1.1561405552644
08369566,gems,96,3.01302278560058,0.0829932048954896,0.664669751511585
09041851,bomb,93,10.4217858345393,0.993223731406953,-3.6204138863728
09478422,gems,94,6.17985851994383,0.350343898765924,2.40062697660548
09552829,bomb,98,6.57598501623421,0.665701119804296,-1.2708931450195
09911370,bomb,105,9.95083674569424,0.533729707314746,-0.8817930509035
11201798,gems,126,6.22975445584049,0.455253341439776,1.34383691641532
11300659,bomb,93,7.00318392200178,0.489145336795774,0.105756553187908
11305084,gems,104,6.50274695994106,0.570062534302254,2.22264317477079
11334842,gems,83,3.88257168941179,0.00761870635427784,0.25610422446499
11412846,bomb,95,2.28143972995011,0.737700405584311,1.17126877601244
11824381,bomb,101,6.03199875318043,0.127429829978445,0.744677483437065
13550396,gems,107,10.0440508606733,0.537337884485485,0.125971418026288
13910690,bomb,133,4.85889071703698,0.402727795340438,1.66036156914407
14077287,gems,91,2.84543371640262,0.977971568551884,1.10210797150657
14314790,gems,108,0.915883367234978,0.771505180292365,1.16895422993809
14743126,bomb,111,6.59134800955715,0.334799970894725,2.07454589764835
15372419,bomb,102,8.46433714811979,0.511947377282856,2.35982162009711
17533608,gems,107,4.0995161531722,0.489636155198859,1.86822091320282
19275182,bomb,101,10.083578305031,0.395768263159615,0.772598643373361
19314504,gems,110,3.95513196406446,0.593051949075316,0.974111406579751
20098390,gems,82,12.0660966711852,0.550966440445207,2.69219317015784
20974596,gems,119,5.16517314215047,0.220973072980447,2.12581504926898
21382061,gems,107,7.15355734601924,0.459018805618399,2.27796405502289
22308927,bomb,108,5.87601059030225,0.673966637831339,2.3431700506987
22318379,bomb,111,7.87080269658284,0.218577277307077,2.99783779557961
22634985,bomb,95,7.15873249552988,0.648963208239142,0.0216731561683076
22962714,bomb,104,4.8241778228717,0.701768789596004,0.474891240544471
23435061,bomb,87,4.48781336284276,0.50276858419109,1.21755261422898
23908672,gems,110,11.5269676434206,0.779010036074157,1.43118102402328
24379397,bomb,94,5.25933694643407,0.587468775832245,1.97597266110055
25114720,gems,97,9.57129493383565,0.635636324064069,1.45489139829465
25333270,bomb,97,2.0599136689991,0.713378243193613,0.83358686864472
25746364,gems,104,8.01164070099784,0.590908515859667,0.130140824468711
26135516,bomb,98,16.0528051481617,0.798469666045556,1.36016684017073
26459420,gems,89,5.00136596656964,0.0172050933646273,0.68718683478264
26847126,gems,91,4.64671355655426,0.835354695192208,1.38933377427354
27450649,gems,109,6.95948431491733,0.367671103588663,-0.0914774520570279
28138847,bomb,104,0.713058419877933,0.887828528426051,-2.64232433831246
28236253,bomb,150,10.2900441893671,0.521923688177124,2.42642223822912
29252767,bomb,108,4.20766282886754,0.374091198106003,2.31998170128254
29289683,gems,106,11.8477761689264,0.402677363861164,2.55011344744469
29436821,bomb,91,2.97326296519411,0.659748913745974,-0.352881018566312
29474262,bomb,77,7.34543645393058,0.736630090753213,2.2015895777262
29655236,bomb,114,2.72214191562333,0.0480615722134322,-0.0993506753029641
30903306,bomb,108,6.65416865991951,0.421198629249089,1.18233164041359
31104900,bomb,123,5.83531576925393,0.534630674114622,1.21913318493476
32166633,gems,116,4.03723688346792,0.747795181679085,0.825812105838938
32381339,bomb,107,3.32839993600265,0.512142005399799,0.0349188908435459
32899703,gems,121,4.18113189842126,0.345997805406131,1.72332905925735
33274456,bomb,102,9.05558996513507,0.4894807625527,1.92843699480232
33588815,bomb,102,12.4681594328915,0.75265922844803,1.5354681000221
33995153,gems,109,7.6177252485176,0.797300438308598,1.41346371221035
34313623,gems,138,8.91942054752873,0.564935379294906,1.1049744159846
34320404,gems,72,3.08465187401325,0.885334397556288,-0.413075392795716
34341121,gems,92,6.40170377245052,0.992039203541359,-2.21567444773389
34603274,gems,87,17.3618555382989,0.00492587615378775,0.303260799528928
35560085,bomb,100,12.9498338800711,0.724472855515605,-0.30503453912194
35921505,bomb,111,3.20521962838383,0.401723735683274,1.78984429765326
36092053,bomb,102,6.40410114250026,0.924542331129061,1.52361970782788
36488502,bomb,123,3.70227767835119,0.677313274111872,1.41844649755273
36591335,gems,148,14.2037188783869,0.818905327128908,1.17194036715342
36973134,gems,110,14.4297135114968,0.699050881098736,-0.54727561462671
37620794,gems,77,8.36122387806734,0.519426147614708,0.321620270339018
37629236,gems,138,8.09890426704508,0.843861726340228,0.518404435790889
37819703,gems,77,4.80242796264269,0.561555071676595,0.274741071956399
38322251,bomb,108,2.15919949905594,0.99711131488115,-0.351108411773131
38387013,gems,119,7.52497545103579,0.440579426282502,1.07512694318197
38713154,gems,109,12.7094542584405,0.669467109482796,1.21515857439649
38832790,bomb,116,8.90523523321082,0.391672867520002,0.714977019041659
38881074,gems,95,1.93268345170442,0.629910167341668,1.14732892946448
40288934,bomb,117,5.88033266339828,0.694672702216711,3.09227983818453
41012464,gems,140,2.96616248723247,0.66165690068854,-0.191498088275268
41112758,gems,94,5.36374013569746,0.823594417115391,-0.314822439780316
41125804,gems,130,8.45183734842958,0.146864646663729,2.08334039425547
41497656,bomb,119,8.2413280014564,0.36600376376305,0.978960541641863
41708129,gems,111,4.30453786050963,0.366633643044452,2.29247938207185
43361455,gems,119,6.03542076529986,0.588802516877432,1.06794018279344
43416119,bomb,97,12.8147254532157,0.413492350960347,1.45410293679184
44187270,gems,108,13.9503568324538,0.49720208342267,2.31547670986082
46133396,gems,95,9.31316511519366,0.729015488048141,0.431694536293086
46449422,bomb,127,9.28775366745965,0.641457493557014,0.95170191791661
46860864,gems,85,1.92109740100633,0.349959269543849,3.78944445021859
46885927,bomb,98,3.78525835823466,0.994448099504715,0.869180057471824
47416492,gems,122,1.95224459022303,0.500488430457278,1.56882878785947
47608206,gems,105,2.41453915727045,0.728769797097544,-1.44817659818666
48094241,gems,82,2.2035631013079,0.0410108130986215,-0.224774815514863
48840717,gems,105,9.90826606099613,0.99302485765484,-2.9519727857245
49266897,bomb,110,5.52449446194964,0.971848375561579,0.25998982448958
